"Refid","Author","Title","Abstract","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Dermatology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> Geriatrics","Speciality Bucket -> General","Speciality Bucket -> Hematology","Speciality Bucket -> ICU","Speciality Bucket -> Infectious Disease","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> Medical Education","Speciality Bucket -> Microbiology","Speciality Bucket -> Nephrology","Speciality Bucket -> Neurology","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Ophthalmology","Speciality Bucket -> Palliative Care","Speciality Bucket -> Pathology","Speciality Bucket -> Pediatrics","Speciality Bucket -> Public Health","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Surgery","Speciality Bucket -> Urology","Type Bucket -> Evidence-based guidance documents and guidelines","Type Bucket -> High quality observational  studies (cohort, case-control studies, etc.)","Type Bucket -> High quality experimental studies (RCTs)","Type Bucket -> Natural history studies","Type Bucket -> Case report","Type Bucket -> Lab studies","Type Bucket -> Reports of interventions/treatments","Type Bucket -> Imaging studies","Type Bucket -> Letter to the Editor/Opinion/Narrative Review","Type Bucket -> Statistical modelling/analytical studies","Should this reference be included in the next stage? ",
"727","F He, Y Deng, W Li","Coronavirus Disease 2019 (COVID-19): What we know?","In late December 2019, a cluster of unexplained pneumonia cases has been reported in Wuhan, China. A few days later, the causative agent of this mysterious pneumonia was identified as a novel coronavirus. This causative virus has been temporarily named as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and the relevant infected disease has been named as coronavirus disease 2019 (COVID-19) by the World Health Organization respectively. The COVID-19 epidemic is spreading in China and all over the world now. The purpose of this review is primarily to review the pathogen, clinical features, diagnosis, and treatment of COVID-19, but also to comment briefly on the epidemiology and pathology based on the current evidences. This article is protected by copyright. All rights reserved.  ","Mar 2020","Journal of medical virology","32170865","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion/Narrative Review",,"Yes",
"727","F He, Y Deng, W Li","Coronavirus Disease 2019 (COVID-19): What we know?","In late December 2019, a cluster of unexplained pneumonia cases has been reported in Wuhan, China. A few days later, the causative agent of this mysterious pneumonia was identified as a novel coronavirus. This causative virus has been temporarily named as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and the relevant infected disease has been named as coronavirus disease 2019 (COVID-19) by the World Health Organization respectively. The COVID-19 epidemic is spreading in China and all over the world now. The purpose of this review is primarily to review the pathogen, clinical features, diagnosis, and treatment of COVID-19, but also to comment briefly on the epidemiology and pathology based on the current evidences. This article is protected by copyright. All rights reserved.  ","Mar 2020","Journal of medical virology","32170865","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,"Natural history studies",,,,,,,"Yes",
"728","L Xu, J Liu, M Lu, D Yang, X Zheng","Liver injury during highly pathogenic human coronavirus infections.","The severe acute respiratory syndrome coronavirus 2 (SARS-Cov-2), the pathogen of 2019 novel coronavirus disease (COVID-19), has posed a serious threat to global public health. The WHO has declared the outbreak of SARS-CoV-2 infection an international public health emergency. Lung lesions have been considered as the major damage caused by SARS-CoV-2 infection. However, liver injury has also been reported to occur during the course of the disease in severe cases. Similarly, previous studies have shown that liver damage was common in the patients infected by the other two highly pathogenic coronavirus - severe acute respiratory syndrome coronavirus (SARS-CoV) and the Middle East respiratory syndrome coronavirus (MERS-CoV), and associated with the severity of diseases. In this review, the characteristics and mechanism of liver injury caused by SARS-CoV, MERS-CoV, as well as SARS-CoV-2 infection were summarized, which may provide help for further studies on the liver injury of COVID-19.  ","Mar 2020","Liver international : official journal of the International Association for the Study of the Liver","32170806","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,"Gastroenterology",,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,"Yes",
"728","L Xu, J Liu, M Lu, D Yang, X Zheng","Liver injury during highly pathogenic human coronavirus infections.","The severe acute respiratory syndrome coronavirus 2 (SARS-Cov-2), the pathogen of 2019 novel coronavirus disease (COVID-19), has posed a serious threat to global public health. The WHO has declared the outbreak of SARS-CoV-2 infection an international public health emergency. Lung lesions have been considered as the major damage caused by SARS-CoV-2 infection. However, liver injury has also been reported to occur during the course of the disease in severe cases. Similarly, previous studies have shown that liver damage was common in the patients infected by the other two highly pathogenic coronavirus - severe acute respiratory syndrome coronavirus (SARS-CoV) and the Middle East respiratory syndrome coronavirus (MERS-CoV), and associated with the severity of diseases. In this review, the characteristics and mechanism of liver injury caused by SARS-CoV, MERS-CoV, as well as SARS-CoV-2 infection were summarized, which may provide help for further studies on the liver injury of COVID-19.  ","Mar 2020","Liver international : official journal of the International Association for the Study of the Liver","32170806","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,"Gastroenterology",,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,"Yes",
"729","Y Yan, H Chen, L Chen, B Cheng, P Diao, L Dong, X Gao, H Gu, L He, C Ji, H Jin, W Lai, T Lei, L Li, L Li, R Li, D Liu, W Liu, Q Lu, Y Shi, J Song, J Tao, B Wang, G Wang, Y Wu, L Xiang, J Xie, J Xu, Z Yao, F Zhang, J Zhang, S Zhong, H Li, H Li","Consensus of Chinese experts on protection of skin and mucous membrane barrier for healthcare workers fighting against coronavirus disease 2019.","Health professions preventing and controlling Coronavirus Disease 2019 are prone to skin and mucous membrane injury, which may cause acute and chronic dermatitis, secondary infection and aggravation of underlying skin diseases. This is a consensus of Chinese experts on protective measures and advice on hand-cleaning- and medical-glove-related hand protection, mask- and goggles-related face protection, UV-related protection, eye protection, nasal and oral mucosa protection, outer ear and hair protection. It is necessary to strictly follow standards of wearing protective equipment and specification of sterilizing and cleaning. Insufficient and excessive protection will have adverse effects on the skin and mucous membrane barrier. At the same time, using moisturizing products is highly recommended to achieve better protection. This article is protected by copyright. All rights reserved.  ","Mar 2020","Dermatologic therapy","32170800","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,"Public Health",,,,,,,,,,,,,,,"Letter to the Editor/Opinion/Narrative Review",,"Yes",
"729","Y Yan, H Chen, L Chen, B Cheng, P Diao, L Dong, X Gao, H Gu, L He, C Ji, H Jin, W Lai, T Lei, L Li, L Li, R Li, D Liu, W Liu, Q Lu, Y Shi, J Song, J Tao, B Wang, G Wang, Y Wu, L Xiang, J Xie, J Xu, Z Yao, F Zhang, J Zhang, S Zhong, H Li, H Li","Consensus of Chinese experts on protection of skin and mucous membrane barrier for healthcare workers fighting against coronavirus disease 2019.","Health professions preventing and controlling Coronavirus Disease 2019 are prone to skin and mucous membrane injury, which may cause acute and chronic dermatitis, secondary infection and aggravation of underlying skin diseases. This is a consensus of Chinese experts on protective measures and advice on hand-cleaning- and medical-glove-related hand protection, mask- and goggles-related face protection, UV-related protection, eye protection, nasal and oral mucosa protection, outer ear and hair protection. It is necessary to strictly follow standards of wearing protective equipment and specification of sterilizing and cleaning. Insufficient and excessive protection will have adverse effects on the skin and mucous membrane barrier. At the same time, using moisturizing products is highly recommended to achieve better protection. This article is protected by copyright. All rights reserved.  ","Mar 2020","Dermatologic therapy","32170800","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"730","D Lin, L Liu, M Zhang, Y Hu, Q Yang, J Guo, Y Guo, Y Dai, Y Xu, Y Cai, X Chen, Z Zhang, K Huang","Co-infections of SARS-CoV-2 with multiple common respiratory pathogens in infected patients.",,"Mar 2020","Science China. Life sciences","32170625","Meghanglibbery","1","Yes","Cohort Studies",,,,,,,,"General",,,,,,,,,,,,,,,,,,"Respirology",,,,,,,,,,,,,"Letter to the Editor/Opinion/Narrative Review",,"Yes",
"730","D Lin, L Liu, M Zhang, Y Hu, Q Yang, J Guo, Y Guo, Y Dai, Y Xu, Y Cai, X Chen, Z Zhang, K Huang","Co-infections of SARS-CoV-2 with multiple common respiratory pathogens in infected patients.",,"Mar 2020","Science China. Life sciences","32170625","jasper.ho","1","Yes","Cohort Studies",,,,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,"Respirology",,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,"Yes",
"740","C Li, Y Yang, L Ren","Genetic evolution analysis of 2019 novel coronavirus and coronavirus from other species.","The Corona Virus Disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a Public Health Emergency of International Concern. However, so far, there are still controversies about the source of the virus and its intermediate host. Here, we found the novel coronavirus was closely related to coronaviruses derived from five wild animals, including Paguma larvata, Paradoxurus hermaphroditus, Civet, Aselliscus stoliczkanus and Rhinolophus sinicus, and was in the same branch of the phylogenetic tree. However, genome and ORF1a homology show that the virus is not the same coronavirus as the coronavirus derived from these five animals, whereas the virus has the highest homology with Bat coronavirus isolate RaTG13.  ","Mar 2020","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases","32169673","Meghanglibbery","1","Yes","Animal or Laboratory Study",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion/Narrative Review",,"Yes",
"740","C Li, Y Yang, L Ren","Genetic evolution analysis of 2019 novel coronavirus and coronavirus from other species.","The Corona Virus Disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a Public Health Emergency of International Concern. However, so far, there are still controversies about the source of the virus and its intermediate host. Here, we found the novel coronavirus was closely related to coronaviruses derived from five wild animals, including Paguma larvata, Paradoxurus hermaphroditus, Civet, Aselliscus stoliczkanus and Rhinolophus sinicus, and was in the same branch of the phylogenetic tree. However, genome and ORF1a homology show that the virus is not the same coronavirus as the coronavirus derived from these five animals, whereas the virus has the highest homology with Bat coronavirus isolate RaTG13.  ","Mar 2020","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases","32169673","jasper.ho","1","Yes","Animal or Laboratory Study",,,,,,,,,,,,,,,,,,,,,,,,"Public Health",,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,"Yes",
"745","Z Li, J Ge, M Yang, J Feng, M Qiao, R Jiang, J Bi, G Zhan, X Xu, L Wang, Q Zhou, C Zhou, Y Pan, S Liu, H Zhang, J Yang, B Zhu, Y Hu, K Hashimoto, Y Jia, H Wang, R Wang, C Liu, C Yang","Vicarious traumatization in the general public, members, and non-members of medical teams aiding in COVID-19 control.","Since December 2019, more than 79,000 people have been diagnosed with infection of the Corona Virus Disease 2019 (COVID-19). A large number of medical staff was sent to Wuhan city and Hubei province to aid COVID-19 control. Psychological stress, especially vicarious traumatization caused by the COVID-19 pandemic, should not be ignored. To address this concern, the study employed a total of 214 general public and 526 nurses (i.e., 234 front-line nurses and 292 non-front-line nurses) to evaluate vicarious traumatization scores via a mobile app-based questionnaire. Front-line nurses are engaged in the process of providing care for patients with COVID-19. The results showed that the vicarious traumatization scores for front-line nurses including scores for physiological and psychological responses, were significantly lower than those of non-front-line nurses (P < 0.001). Interestingly, the vicarious traumatization scores of the general public were significantly higher than those of the front-line nurses (P < 0.001); however, no statistical difference was observed compared to the scores of non-front-line nurses (P > 0.05). Therefore, increased attention should be paid to the psychological problems of the medical staff, especially non-front-line nurses, and general public under the situation of the spread and control of COVID-19. Early strategies that aim to prevent and treat vicarious traumatization in medical staff and general public are extremely necessary.  ","Mar 2020","Brain, behavior, and immunity","32169498","Meghanglibbery","1","Yes","Survey",,,,,,,,"General",,,,,,,,,,,,,,,,,"Psych",,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,"Yes",
