"Refid","Author","Title","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Sample Size","Sample Size is >5 (Case Reports ONLY) ","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> General","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> ICU","Speciality Bucket -> Medical Education","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Peds","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Other","Speciality Bucket -> Other (COMMENT)","Speciality Bucket -> Can't tell","Type Bucket -> Evidence-based guidance documents and guidelines","Type Bucket -> High quality descriptive studies","Type Bucket -> Natural history studies","Type Bucket -> Case report","Type Bucket -> Reports of interventions/treatments","Type Bucket -> Imaging studies","Type Bucket -> Letter to the Editor/Opinion","Type Bucket -> Other","Type Bucket -> Other (COMMENT)","Type Bucket -> Can't tell","Should this reference be included in the next stage? ",
"207","X Zhang, H Cai, J Hu, J Lian, J Gu, S Zhang, C Ye, Y Lu, C Jin, G Yu, H Jia, Y Zhang, J Sheng, L Li, Y Yang","Epidemiological, clinical characteristics of cases of SARS-CoV-2 infection with abnormal imaging findings.","Mar 2020","International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","32205284","Meghanglibbery","1","Yes","Cohort Studies","573","N/A - pick if not case report",,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,"Imaging studies",,,,,"Yes",
"207","X Zhang, H Cai, J Hu, J Lian, J Gu, S Zhang, C Ye, Y Lu, C Jin, G Yu, H Jia, Y Zhang, J Sheng, L Li, Y Yang","Epidemiological, clinical characteristics of cases of SARS-CoV-2 infection with abnormal imaging findings.","Mar 2020","International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases","32205284","jasper.ho","1","Yes","Case Series/Report","573","Yes",,,,,,,,,,,,,,,,,"Radiology",,,,,,"Natural history studies","Case report",,,,,,,"Yes",
"215","S Luo, X Zhang, H Xu","Don't overlook digestive symptoms in patients with 2019 novel coronavirus disease (COVID-19).","Mar 2020","Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association","32205220","becky.jones","1","Yes","Cohort Studies","1141",,,,"Emergency Medicine",,"Gastroenterology",,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"215","S Luo, X Zhang, H Xu","Don't overlook digestive symptoms in patients with 2019 novel coronavirus disease (COVID-19).","Mar 2020","Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association","32205220","Meghanglibbery","1","Yes","Case Series/Report","1141","Yes",,,,,"Gastroenterology","General",,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"216","P Gautret, JC Lagier, P Parola, VT Hoang, L Meddeb, M Mailhe, B Doudier, J Courjon, V Giordanengo, VE Vieira, HT Dupont, S Honoré, P Colson, E Chabrière, B La Scola, JM Rolain, P Brouqui, D Raoult","Hydroxychloroquine and azithromycin as a treatment of COVID-19: results of an open-label non-randomized clinical trial.","Mar 2020","International journal of antimicrobial agents","32205204","becky.jones","1","Yes","Case Series/Report","20","Yes",,,"Emergency Medicine",,,"General",,"Internal Medicine","ICU",,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"216","P Gautret, JC Lagier, P Parola, VT Hoang, L Meddeb, M Mailhe, B Doudier, J Courjon, V Giordanengo, VE Vieira, HT Dupont, S Honoré, P Colson, E Chabrière, B La Scola, JM Rolain, P Brouqui, D Raoult","Hydroxychloroquine and azithromycin as a treatment of COVID-19: results of an open-label non-randomized clinical trial.","Mar 2020","International journal of antimicrobial agents","32205204","Meghanglibbery","1","Yes","Cohort Studies","36","N/A - pick if not case report",,,,,,"General",,"Internal Medicine",,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"217","EG Favalli, F Ingegnoli, O De Lucia, G Cincinelli, R Cimaz, R Caporali","COVID-19 infection and rheumatoid arthritis: Faraway, so close!","Mar 2020","Autoimmunity reviews","32205186","becky.jones","1","Yes","Systematic Review",,"N/A - pick if not case report",,,"Emergency Medicine",,,,,"Internal Medicine","ICU",,,,,,,"Rheumatology",,,,,"Evidence-based guidance documents and guidelines",,,,"Reports of interventions/treatments",,,,,,"Yes",
"217","EG Favalli, F Ingegnoli, O De Lucia, G Cincinelli, R Cimaz, R Caporali","COVID-19 infection and rheumatoid arthritis: Faraway, so close!","Mar 2020","Autoimmunity reviews","32205186","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,,,,,,,,"Rheumatology",,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"219","DP Lei","The Progression of Computed Tomographic (CT) Images in Patients with Coronavirus Disease (COVID-19) Pneumonia: The CT progression of COVID-19 pneumonia.","Mar 2020","The Journal of infection","32205140","becky.jones","1","Yes","Case Series/Report","49","Yes",,,,,,,,,,,,,,,,,"Radiology",,,,,,,"Case report",,,,,,,"Yes",
"219","DP Lei","The Progression of Computed Tomographic (CT) Images in Patients with Coronavirus Disease (COVID-19) Pneumonia: The CT progression of COVID-19 pneumonia.","Mar 2020","The Journal of infection","32205140","Meghanglibbery","1","Yes","Case Series/Report","49","N/A - pick if not case report",,,,,,"General",,,,,,,,,,,"Radiology",,,,,,,,,"Imaging studies",,,,,"Yes",
"227","CS Guan, ZB Lv, S Yan, YN Du, H Chen, LG Wei, RM Xie, BD Chen","Imaging Features of Coronavirus disease 2019 (COVID-19): Evaluation on Thin-Section CT.","Mar 2020","Academic radiology","32204990","becky.jones","1","Yes","Case Series/Report","53","Yes",,,,,,,,,,,,,,,,,"Radiology",,,,,,,"Case report",,,,,,,"Yes",
"227","CS Guan, ZB Lv, S Yan, YN Du, H Chen, LG Wei, RM Xie, BD Chen","Imaging Features of Coronavirus disease 2019 (COVID-19): Evaluation on Thin-Section CT.","Mar 2020","Academic radiology","32204990","Meghanglibbery","1","Yes","Case Series/Report","53","N/A - pick if not case report",,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,"Imaging studies",,,,,"Yes",
"228","M Li, P Lei, B Zeng, Z Li, P Yu, B Fan, C Wang, Z Li, J Zhou, S Hu, H Liu","Coronavirus Disease (COVID-19): Spectrum of CT Findings and Temporal Progression of the Disease.","Mar 2020","Academic radiology","32204987","becky.jones","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,,,,,,,,,"Radiology",,,,,,"Natural history studies",,,,,,,,"Yes",
"228","M Li, P Lei, B Zeng, Z Li, P Yu, B Fan, C Wang, Z Li, J Zhou, S Hu, H Liu","Coronavirus Disease (COVID-19): Spectrum of CT Findings and Temporal Progression of the Disease.","Mar 2020","Academic radiology","32204987","jasper.ho","1","Yes","Case Series/Report",,"No",,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,"Imaging studies",,,,,"Yes",
"229","KK Sahu, A Lal, AK Mishra","An update on CT chest findings in coronavirus disease-19 (COVID-19).","Mar 2020","Heart & lung : the journal of critical care","32204949","becky.jones","1","Yes","Systematic Review",,"N/A - pick if not case report",,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,,,,,"Can't tell","Yes",
"229","KK Sahu, A Lal, AK Mishra","An update on CT chest findings in coronavirus disease-19 (COVID-19).","Mar 2020","Heart & lung : the journal of critical care","32204949","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,"Imaging studies",,,,,"Yes",
"238","GA Marraro, C Spada","Consideration of the respiratory support strategy of severe acute respiratory failure caused by SARS-CoV-2 infection in children.","Mar 2020","Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics","32204751","becky.jones","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,,,,,"Peds",,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"238","GA Marraro, C Spada","Consideration of the respiratory support strategy of severe acute respiratory failure caused by SARS-CoV-2 infection in children.","Mar 2020","Zhongguo dang dai er ke za zhi = Chinese journal of contemporary pediatrics","32204751","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,"ICU",,,,"Peds",,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"242","L Perico, A Benigni, G Remuzzi","Should COVID-19 Concern Nephrologists? Why and to What Extent? The Emerging Impasse of Angiotensin Blockade.","Mar 2020","Nephron","32203970","becky.jones","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,"Internal Medicine",,,,,,,,,,"Other","Nephrology",,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"242","L Perico, A Benigni, G Remuzzi","Should COVID-19 Concern Nephrologists? Why and to What Extent? The Emerging Impasse of Angiotensin Blockade.","Mar 2020","Nephron","32203970","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,"Internal Medicine",,,,,,,,,,"Other","Nephrology",,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"243","AA Chughtai, H Seale, MS Islam, M Owais, CR Macintyre","Policies on the use of respiratory protection for hospital health workers to protect from coronavirus disease (COVID-19).","Mar 2020","International journal of nursing studies","32203757","becky.jones","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,"Emergency Medicine",,,"General",,"Internal Medicine","ICU",,,,,,"Respirology",,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"243","AA Chughtai, H Seale, MS Islam, M Owais, CR Macintyre","Policies on the use of respiratory protection for hospital health workers to protect from coronavirus disease (COVID-19).","Mar 2020","International journal of nursing studies","32203757","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report","Anesthesia",,"Emergency Medicine",,,"General",,"Internal Medicine","ICU",,,,,,"Respirology",,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"244","K Ramanathan, D Antognini, A Combes, M Paden, B Zakhary, M Ogino, G MacLaren, D Brodie, K Shekar","Planning and provision of ECMO services for severe ARDS during the COVID-19 pandemic and other outbreaks of emerging infectious diseases.","Mar 2020","The Lancet. Respiratory medicine","32203711","becky.jones","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,"Internal Medicine","ICU",,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"244","K Ramanathan, D Antognini, A Combes, M Paden, B Zakhary, M Ogino, G MacLaren, D Brodie, K Shekar","Planning and provision of ECMO services for severe ARDS during the COVID-19 pandemic and other outbreaks of emerging infectious diseases.","Mar 2020","The Lancet. Respiratory medicine","32203711","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,"ICU",,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"246","MA Matthay, JM Aldrich, JE Gotts","Treatment for severe acute respiratory distress syndrome from COVID-19.","Mar 2020","The Lancet. Respiratory medicine","32203709","becky.jones","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report","Anesthesia",,,,,,,"Internal Medicine","ICU",,,,,,"Respirology",,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"246","MA Matthay, JM Aldrich, JE Gotts","Treatment for severe acute respiratory distress syndrome from COVID-19.","Mar 2020","The Lancet. Respiratory medicine","32203709","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,"ICU",,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"247","D Buonsenso, D Pata, A Chiaretti","COVID-19 outbreak: less stethoscope, more ultrasound.","Mar 2020","The Lancet. Respiratory medicine","32203708","becky.jones","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,"Internal Medicine","ICU",,,,"Peds",,"Respirology",,"Radiology",,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"247","D Buonsenso, D Pata, A Chiaretti","COVID-19 outbreak: less stethoscope, more ultrasound.","Mar 2020","The Lancet. Respiratory medicine","32203708","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,"General",,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"249","MN Bangash, J Patel, D Parekh","COVID-19 and the liver: little cause for concern.","Mar 2020","The lancet. Gastroenterology & hepatology","32203680","becky.jones","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,"Gastroenterology",,,"Internal Medicine",,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"249","MN Bangash, J Patel, D Parekh","COVID-19 and the liver: little cause for concern.","Mar 2020","The lancet. Gastroenterology & hepatology","32203680","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,"Gastroenterology",,,"Internal Medicine",,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"250","X Liu, X Liu, Y Xu, Z Xu, Y Huang, S Chen, S Li, D Liu, Z Lin, Y Li","Ventilatory Ratio in Hypercapnic Mechanically Ventilated Patients with COVID-19 Associated ARDS.","Mar 2020","American journal of respiratory and critical care medicine","32203672","becky.jones","1","Yes","Case Series/Report","8","Yes",,,,,,,,"Internal Medicine","ICU",,,,,,"Respirology",,,,,,,,,"Case report",,,,,,,"Yes",
"250","X Liu, X Liu, Y Xu, Z Xu, Y Huang, S Chen, S Li, D Liu, Z Lin, Y Li","Ventilatory Ratio in Hypercapnic Mechanically Ventilated Patients with COVID-19 Associated ARDS.","Mar 2020","American journal of respiratory and critical care medicine","32203672","jasper.ho","1","Yes","Case Series/Report","8","Yes",,,,,,,,,"ICU",,,,,,,,,,,,,,,"Case report",,,,,,,"Yes",
"252","TY Hu, M Frieman, J Wolfram","Insights from nanomedicine into chloroquine efficacy against COVID-19.","Mar 2020","Nature nanotechnology","32203437","becky.jones","1","Yes","Can't tell",,"N/A - pick if not case report",,,,,,"General",,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"252","TY Hu, M Frieman, J Wolfram","Insights from nanomedicine into chloroquine efficacy against COVID-19.","Mar 2020","Nature nanotechnology","32203437","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,"Other","Virology",,"Yes",
"257","M Zheng, Y Gao, G Wang, G Song, S Liu, D Sun, Y Xu, Z Tian","Functional exhaustion of antiviral lymphocytes in COVID-19 patients.","Mar 2020","Cellular & molecular immunology","32203188","becky.jones","1","Yes","Case Series/Report","68","Yes",,,,,,,,,,,,,,,,,,"Other","Immunology",,,,,"Case report","Reports of interventions/treatments",,,,,,"Yes",
"257","M Zheng, Y Gao, G Wang, G Song, S Liu, D Sun, Y Xu, Z Tian","Functional exhaustion of antiviral lymphocytes in COVID-19 patients.","Mar 2020","Cellular & molecular immunology","32203188","jasper.ho","1","Yes","Case Series/Report","68","Yes",,,,,,,,"Internal Medicine",,,,,,,,,,"Other","Immunology",,,"High quality descriptive studies","Natural history studies","Case report",,,,,,,"Yes",
"258","HY Zheng, M Zhang, CX Yang, N Zhang, XC Wang, XP Yang, XQ Dong, YT Zheng","Elevated exhaustion levels and reduced functional diversity of T cells in peripheral blood may predict severe progression in COVID-19 patients.","Mar 2020","Cellular & molecular immunology","32203186","becky.jones","1","Yes","Can't tell",,"N/A - pick if not case report",,,,,,,"Immunology",,,,,,,,,,,,,,,,"Natural history studies","Case report",,,,,,,"Yes",
"258","HY Zheng, M Zhang, CX Yang, N Zhang, XC Wang, XP Yang, XQ Dong, YT Zheng","Elevated exhaustion levels and reduced functional diversity of T cells in peripheral blood may predict severe progression in COVID-19 patients.","Mar 2020","Cellular & molecular immunology","32203186","jasper.ho","1","Yes","Case Series/Report","16","Yes",,,,,,,,"Internal Medicine",,,,,,,,,,"Other","Immunology",,,,,"Case report",,,,,,,"Yes",
"260","X Zhou, CL Snoswell, LE Harding, M Bambling, S Edirippulige, X Bai, AC Smith","The Role of Telehealth in Reducing the Mental Health Burden from COVID-19.","Mar 2020","Telemedicine journal and e-health : the official journal of the American Telemedicine Association","32202977","becky.jones","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,"Family Medicine",,,,,,,,,,"Psych",,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"260","X Zhou, CL Snoswell, LE Harding, M Bambling, S Edirippulige, X Bai, AC Smith","The Role of Telehealth in Reducing the Mental Health Burden from COVID-19.","Mar 2020","Telemedicine journal and e-health : the official journal of the American Telemedicine Association","32202977","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,,,,,,"Psych",,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"261",",  ","Recommendations by the SEPD and AEG, both in general and on the operation of gastrointestinal endoscopy and gastroenterology units, concerning the current SARS-CoV-2 pandemic (March, 18).","03 2020","Revista espanola de enfermedades digestivas : organo oficial de la Sociedad Espanola de Patologia Digestiva","32202911","becky.jones","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,"Gastroenterology",,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"261",",  ","Recommendations by the SEPD and AEG, both in general and on the operation of gastrointestinal endoscopy and gastroenterology units, concerning the current SARS-CoV-2 pandemic (March, 18).","03 2020","Revista espanola de enfermedades digestivas : organo oficial de la Sociedad Espanola de Patologia Digestiva","32202911","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,"Gastroenterology",,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"262","EJ Emanuel, G Persad, R Upshur, B Thome, M Parker, A Glickman, C Zhang, C Boyle, M Smith, JP Phillips","Fair Allocation of Scarce Medical Resources in the Time of Covid-19.","Mar 2020","The New England journal of medicine","32202722","becky.jones","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,"General",,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"262","EJ Emanuel, G Persad, R Upshur, B Thome, M Parker, A Glickman, C Zhang, C Boyle, M Smith, JP Phillips","Fair Allocation of Scarce Medical Resources in the Time of Covid-19.","Mar 2020","The New England journal of medicine","32202722","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,"General",,,,,,,,,,,,"Other","Medical ethics",,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"265","J Lai, S Ma, Y Wang, Z Cai, J Hu, N Wei, J Wu, H Du, T Chen, R Li, H Tan, L Kang, L Yao, M Huang, H Wang, G Wang, Z Liu, S Hu","Factors Associated With Mental Health Outcomes Among Health Care Workers Exposed to Coronavirus Disease 2019.","03 2020","JAMA network open","32202646","Daniellevin","1","Yes","Case Series/Report","1257","Yes",,,,,,,,,,,,,,"Psych",,,,,,,,"High quality descriptive studies",,,,,,,,,"Yes",
