"pmid","date","jabbrv"
"32382776","2020-05-10","Ann Hematol"
"32382755","2020-05-10","Clin Infect Dis"
"32382754","2020-05-10","Nicotine Tob Res"
"32382748","2020-05-10","Clin Infect Dis"
"32382746","2020-05-10","J Infect Dis"
"32382744","2020-05-10","Inflamm Bowel Dis"
"32382743","2020-05-10","Clin Infect Dis"
"32382737","2020-05-10","J Infect Dis"
"32382734","2020-05-10","J Clin Endocrinol Metab"
"32382727","2020-05-10","Brain Behav Immun Health"
"32382706","2020-05-10","Emergent Mater"
"32382684","2020-05-10","Obes Med"
"32382657","2020-05-10","ACS Cent Sci"
"32382587","2020-05-10","Curr Med Res Pract"
"32382586","2020-05-10","Curr Med Res Pract"
"32382516","2020-05-10","Case Rep Womens Health"
"32382499","2020-05-10","PharmaNutrition"
"32382495","2020-05-10","Afr J Emerg Med"
"32382448","2020-05-10","Saf Health Work"
"32382418","2020-05-10","Clin Transl Immunology"
"32382358","2020-05-10","Diabetes Ther"
"32382356","2020-05-10","Memo"
"32382317","2020-05-10","Interv Cardiol"
"32382315","2020-05-10","Nano Today"
"32382259","2020-05-10","Rev Panam Salud Publica"
"32382258","2020-05-10","Tob Induc Dis"
"32382249","2020-05-10","Transp Res E Logist Transp Rev"
"32382248","2020-05-10","PharmacoEcon Outcomes News"
"32382246","2020-05-10","PharmacoEcon Outcomes News"
"32382223","2020-05-10","JOM (1989)"
"32382221","2020-05-10","J Ayurveda Integr Med"
"32382220","2020-05-10","J Ayurveda Integr Med"
"32382219","2020-05-10","Indian J Surg Oncol"
"32382218","2020-05-10","Indian J Surg Oncol"
"32382214","2020-05-10","Eur J Plast Surg"
"32382213","2020-05-10","Saf Sci"
"32382212","2020-05-10","Environ Resour Econ (Dordr)"
"32382166","2020-05-10","Indian J Orthop"
"32382162","2020-05-10","J Vocat Behav"
"32382161","2020-05-10","J Vocat Behav"
"32382154","2020-05-10","Nat Med"
"32382152","2020-05-10","Nat Med"
"32382151","2020-05-10","Nat Med"
"32382146","2020-05-10","Eye (Lond)"
"32382143","2020-05-10","Eye (Lond)"
"32382141","2020-05-10","Eye (Lond)"
"32382135","2020-05-10","Mol Psychiatry"
"32382127","2020-05-10","Cell Mol Immunol"
"32382126","2020-05-10","Cell Mol Immunol"
"32382121","2020-05-10","Nature"
"32382120","2020-05-10","Nature"
"32382072","2020-05-10","Nat Struct Mol Biol"
"32382001","2020-05-10","Rev Esp Salud Publica"
"32381737","2020-05-10","Proc Natl Acad Sci U S A"
"32381734","2020-05-10","Proc Natl Acad Sci U S A"
"32381733","2020-05-10","Proc Natl Acad Sci U S A"
"32381730","2020-05-10","Reg Anesth Pain Med"
"32381693","2020-05-10","Science"
"32381692","2020-05-10","Science"
"32381668","2020-05-10","Radiol Technol"
"32381644","2020-05-10","BMJ"
"32381643","2020-05-10","J Clin Microbiol"
"32381642","2020-05-10","J Clin Microbiol"
"32381641","2020-05-10","J Clin Microbiol"
"32381640","2020-05-10","BMJ"
"32381617","2020-05-10","Microbiol Resour Announc"
"32381594","2020-05-10","ESMO Open"
"32381590","2020-05-10","Science"
"32381561","2020-05-10","Ann Rheum Dis"
"32381552","2020-05-10","BMJ"
"32381538","2020-05-10","AJNR Am J Neuroradiol"
"32381522","2020-05-10","J Neurointerv Surg"
"32381519","2020-05-10","Arch Dis Child"
"32381517","2020-05-10","Arch Dis Child"
"32381515","2020-05-10","Arch Dis Child"
"32381513","2020-05-10","BMJ"
"32381511","2020-05-10","Int J Gynecol Cancer"
"32381503","2020-05-10","BMJ"
"32381502","2020-05-10","Br J Sports Med"
"32381501","2020-05-10","Br J Sports Med"
"32381497","2020-05-10","Eur Respir J"
"32381489","2020-05-10","BMJ"
"32381485","2020-05-10","BMJ"
"32381484","2020-05-10","BMJ"
"32381478","2020-05-10","Vaccine"
"32381449","2020-05-10","Burns"
"32381447","2020-05-10","Burns"
"32381442","2020-05-10","J Arthroplasty"
"32381441","2020-05-10","J Arthroplasty"
"32381430","2020-05-10","J Dermatol Sci"
"32381428","2020-05-10","J Dermatol Sci"
"32381427","2020-05-10","J Visc Surg"
"32381426","2020-05-10","J Visc Surg"
"32381385","2020-05-10","J Adolesc Health"
"32381379","2020-05-10","J Formos Med Assoc"
"32381375","2020-05-10","Arch Med Res"
"32381329","2020-05-10","Acad Radiol"
"32381326","2020-05-10","Rev Esp Cardiol (Engl Ed)"
"32381324","2020-05-10","Eur J Intern Med"
"32381308","2020-05-10","J Cardiothorac Vasc Anesth"
"32381288","2020-05-10","Ann Endocrinol (Paris)"
"32381283","2020-05-10","Am J Geriatr Psychiatry"
"32381282","2020-05-10","Am J Geriatr Psychiatry"
"32381276","2020-05-10","Biol Psychiatry"
"32381270","2020-05-10","Gen Hosp Psychiatry"
"32381264","2020-05-10","Thromb Res"
"32381262","2020-05-10","Br J Anaesth"
"32381261","2020-05-10","Br J Anaesth"
"32381148","2020-05-10","Epidemiol Infect"
"32381147","2020-05-10","Infect Control Hosp Epidemiol"
"32381140","2020-05-10","Infect Control Hosp Epidemiol"
"32381130","2020-05-10","CJEM"
"32381129","2020-05-10","Infect Control Hosp Epidemiol"
"32381073","2020-05-10","BMC Infect Dis"
"32381057","2020-05-10","BMC Pulm Med"
"32381022","2020-05-10","Int J Equity Health"
"32380958","2020-05-10","Mol Med"
"32380930","2020-05-10","J Med Screen"
"32380916","2020-05-10","J Palliat Med"
"32380908","2020-05-10","Stem Cells Dev"
"32380903","2020-05-10","Emerg Microbes Infect"
"32380898","2020-05-10","Phlebology"
"32380891","2020-05-10","J Appl Gerontol"
"32380881","2020-05-10","J Psychosom Obstet Gynaecol"
"32380879","2020-05-10","Int J Soc Psychiatry"
"32380875","2020-05-10","Int J Soc Psychiatry"
"32380869","2020-05-10","Health Educ Behav"
"32380868","2020-05-10","Expert Opin Biol Ther"
"32380858","2020-05-10","Eur J Cardiovasc Nurs"
"32380846","2020-05-10","Can Assoc Radiol J"
"32380821","2020-05-10","Pol Arch Intern Med"
"32380803","2020-05-10","Monaldi Arch Chest Dis"
"32380802","2020-05-10","Monaldi Arch Chest Dis"
"32380787","2020-05-10","Int J Mol Sci"
"32380708","2020-05-10","J Clin Med"
"32380582","2020-05-10","Asian Spine J"
"32385712","2020-05-10","Cancer Metastasis Rev"
"32385691","2020-05-10","Arch Dermatol Res"
"32385679","2020-05-10","AIDS Behav"
"32385677","2020-05-10","AIDS Behav"
"32385672","2020-05-10","Curr Oncol Rep"
"32385668","2020-05-10","Obes Surg"
"32385664","2020-05-10","Obes Surg"
"32385662","2020-05-10","Obes Surg"
"32385648","2020-05-10","Eur Radiol"
"32385639","2020-05-10","Acta Neurochir (Wien)"
"32385628","2020-05-10","Intern Emerg Med"
"32385627","2020-05-10","Intern Emerg Med"
"32385614","2020-05-10","J Gastrointest Surg"
"32385569","2020-05-10","Langenbecks Arch Surg"
"32385549","2020-05-10","Cell Mol Neurobiol"
"32385541","2020-05-10","Int J Public Health"
"32385524","2020-05-10","Intensive Care Med"
"32385523","2020-05-10","Intensive Care Med"
"32385511","2020-05-10","Neurosurgery"
"32385510","2020-05-10","Neurosurgery"
"32385489","2020-05-10","Neurosurgery"
"32385483","2020-05-10","Nat Med"
"32385458","2020-05-10","Br Dent J"
"32385433","2020-05-10","Br Dent J"
"32385368","2020-05-10","Nature"
"32385366","2020-05-10","Nature"
"32385228","2020-05-10","Signal Transduct Target Ther"
"32385225","2020-05-10","Med Sci Monit"
"32385219","2020-05-10","J Biosci"
"32385187","2020-05-10","Neurology"
"32385186","2020-05-10","Neurology"
"32385146","2020-05-10","J Immunother Cancer"
"32385132","2020-05-10","Stroke Vasc Neurol"
"32385131","2020-05-10","Stroke Vasc Neurol"
"32385130","2020-05-10","J Am Soc Nephrol"
"32385126","2020-05-10","J Epidemiol Community Health"
"32385125","2020-05-10","J Epidemiol Community Health"
"32385101","2020-05-10","Science"
"32382463","2020-05-10","Cureus"
"32382449","2020-05-10","Engineering (Beijing)"
"32380844","2020-05-10","Can Assoc Radiol J"
"32382119","2020-05-10","Nature"
"32381726","2020-05-10","Science"
"32381698","2020-05-10","Science"
"32381697","2020-05-10","Science"
"32381696","2020-05-10","Science"
"32381695","2020-05-10","Science"
"32381138","2020-05-10","Infect Control Hosp Epidemiol"
"32380565","2020-05-08","Am J Perinatol"
"32380564","2020-05-08","Am J Perinatol"
"32380531","2020-05-08","Eur Heart J"
"32380511","2020-05-08","Nature"
"32380510","2020-05-08","Nature"
"32380508","2020-05-08","Pediatr Res"
"32380501","2020-05-08","Oncol Res Treat"
"32380475","2020-05-08","Eur J Endocrinol"
"32380474","2020-05-08","Eur J Endocrinol"
"32380453","2020-05-08","Oral Oncol"
"32380441","2020-05-08","Asian J Psychiatr"
"32380430","2020-05-08","Eur J Cancer"
"32380382","2020-05-08","J Clin Virol"
"32380370","2020-05-08","Sci Total Environ"
"32380368","2020-05-08","Sci Total Environ"
"32380344","2020-05-08","Public Health"
"32380343","2020-05-08","Public Health"
"32380338","2020-05-08","World Neurosurg"
"32380337","2020-05-08","World Neurosurg"
"32380334","2020-05-08","World Neurosurg"
"32380318","2020-05-08","Autoimmun Rev"
"32380317","2020-05-08","Autoimmun Rev"
"32380316","2020-05-08","Autoimmun Rev"
"32380315","2020-05-08","Autoimmun Rev"
"32380291","2020-05-08","Heart Rhythm"
"32380288","2020-05-08","Heart Rhythm"
"32380272","2020-05-08","Brain Behav Immun"
"32380269","2020-05-08","Neuroscience"
"32380230","2020-05-08","Int J Surg"
"32380228","2020-05-08","Can J Cardiol"
"32380220","2020-05-08","J Am Acad Dermatol"
"32380219","2020-05-08","J Am Acad Dermatol"
"32380217","2020-05-08","J Am Acad Dermatol"
"32380215","2020-05-08","J Am Acad Dermatol"
"32380214","2020-05-08","J Am Acad Dermatol"
"32380210","2020-05-08","Virus Res"
"32380209","2020-05-08","Virus Res"
"32380200","2020-05-08","Peptides"
"32380154","2020-05-08","Urology"
"32380153","2020-05-08","Travel Med Infect Dis"
"32380152","2020-05-08","Travel Med Infect Dis"
"32380089","2020-05-08","Clin Gastroenterol Hepatol"
"32380086","2020-05-08","J Vasc Surg Venous Lymphat Disord"
"32380058","2020-05-08","Ann Thorac Surg"
"32380051","2020-05-08","Pharmacol Res"
"32380045","2020-05-08","Lancet"
"32380044","2020-05-08","Lancet"
"32380043","2020-05-08","Lancet"
"32380041","2020-05-08","Lancet"
"32380034","2020-05-08","Lancet Public Health"
"32380033","2020-05-08","J Am Coll Cardiol"
"32380029","2020-05-08","Resuscitation"
"32380028","2020-05-08","Resuscitation"
"32380026","2020-05-08","J Pediatr"
"32380024","2020-05-08","Lancet Respir Med"
"32380023","2020-05-08","Lancet Respir Med"
"32380010","2020-05-08","Braz J Infect Dis"
"32380008","2020-05-08","Lancet Gastroenterol Hepatol"
"32380007","2020-05-08","Lancet Psychiatry"
"32379999","2020-05-08","J Psychosom Obstet Gynaecol"
"32379957","2020-05-08","N Engl J Med"
"32379956","2020-05-08","N Engl J Med"
"32379955","2020-05-08","N Engl J Med"
"32379951","2020-05-08","Med J Aust"
"32379935","2020-05-08","J Thromb Haemost"
"32379934","2020-05-08","J Thromb Haemost"
"32379928","2020-05-08","Colorectal Dis"
"32379925","2020-05-08","J Eur Acad Dermatol Venereol"
"32379923","2020-05-08","EMBO Mol Med"
"32379921","2020-05-08","Br J Haematol"
"32379918","2020-05-08","J Thromb Haemost"
"32379913","2020-05-08","J Eur Acad Dermatol Venereol"
"32379909","2020-05-08","J Eur Acad Dermatol Venereol"
"32379903","2020-05-08","Br J Haematol"
"32379902","2020-05-08","Br J Haematol"
"32379896","2020-05-08","FEBS Lett"
"32379894","2020-05-08","Br J Haematol"
"32379892","2020-05-08","Eur Heart J Qual Care Clin Outcomes"
"32379888","2020-05-08","Eur Heart J Qual Care Clin Outcomes"
"32379887","2020-05-08","J Infect Dis"
"32379883","2020-05-08","Ann Intern Med"
"32379882","2020-05-08","Pain Med"
"32379863","2020-05-08","Clin Chem"
"32379856","2020-05-08","JAMA Oncol"
"32379855","2020-05-08","JAMA Oncol"
"32379757","2020-05-08","PLoS Negl Trop Dis"
"32379747","2020-05-08","N Z Med J"
"32379745","2020-05-08","N Z Med J"
"32379733","2020-05-08","MMWR Morb Mortal Wkly Rep"
"32379731","2020-05-08","MMWR Morb Mortal Wkly Rep"
"32379729","2020-05-08","MMWR Morb Mortal Wkly Rep"
"32379727","2020-05-08","MMWR Morb Mortal Wkly Rep"
"32379726","2020-05-08","Med Sci Monit"
"32379723","2020-05-08","JCI Insight"
"32379708","2020-05-08","J Infect Dev Ctries"
"32379707","2020-05-08","J Infect Dev Ctries"
"32379699","2020-05-08","Eur J Endocrinol"
"32379692","2020-05-08","Complement Ther Clin Pract"
"32379667","2020-05-08","Complement Ther Clin Pract"
"32379639","2020-05-08","Complement Ther Clin Pract"
"32379637","2020-05-08","Complement Ther Clin Pract"
"32379592","2020-05-08","Curr Neuropharmacol"
"32379502","2020-05-08","Health Aff (Millwood)"
"32379456","2020-05-08","Mol Pharm"
"32379417","2020-05-08","ACS Chem Neurosci"
"32379381","2020-05-08","Arthritis Rheumatol"
"32379379","2020-05-08","Int Wound J"
"32379368","2020-05-08","Histopathology"
"32379350","2020-05-08","J Med Virol"
"32379348","2020-05-08","J Med Virol"
"32379346","2020-05-08","J Med Virol"
"32379345","2020-05-08","Br J Surg"
"32379342","2020-05-08","Br J Surg"
"32379320","2020-05-08","Neurosurgery"
"32379319","2020-05-08","Neurosurgery"
"32379314","2020-05-08","Neurosurgery"
"32379312","2020-05-08","Eur Heart J"
"32379311","2020-05-08","Neurosurgery"
"32379310","2020-05-08","Neurosurgery"
"32379309","2020-05-08","Eur Heart J"
"32379308","2020-05-08","Eur Heart J"
"32379302","2020-05-08","Eur Heart J Cardiovasc Pharmacother"
"32379296","2020-05-08","JAMA Pediatr"
"32379268","2020-05-08","JAMA"
"32379199","2020-05-08","Pediatr Infect Dis J"
"32379194","2020-05-08","Pediatr Infect Dis J"
"32379193","2020-05-08","Pediatr Infect Dis J"
"32379191","2020-05-08","Pediatr Infect Dis J"
"32379169","2020-05-08","Nurs Manage"
"32379115","2020-05-08","J Bone Joint Surg Am"
"32379114","2020-05-08","J Bone Joint Surg Am"
"32379112","2020-05-08","J Bone Joint Surg Am"
"32379111","2020-05-08","J Bone Joint Surg Am"
"32379105","2020-05-08","J Bone Joint Surg Am"
"32379104","2020-05-08","J Bone Joint Surg Am"
"32379084","2020-05-08","Eur J Emerg Med"
"32379080","2020-05-08","Ann Surg"
"32379079","2020-05-08","Ann Surg"
"32379077","2020-05-08","Am J Forensic Med Pathol"
"32379076","2020-05-08","Am J Forensic Med Pathol"
"32379070","2020-05-08","Ann Plast Surg"
"32379057","2020-05-08","Aging (Albany NY)"
"32379056","2020-05-08","Aging (Albany NY)"
"32379040","2020-05-08","J Hosp Med"
"32379038","2020-05-08","J Hosp Med"
"32379037","2020-05-08","J Hosp Med"
"32379036","2020-05-08","J Hosp Med"
"32379035","2020-05-08","J Hosp Med"
"32379033","2020-05-08","J Hosp Med"
"32379032","2020-05-08","J Hosp Med"
"32379029","2020-05-08","J Hosp Med"
"32379028","2020-05-08","J Hosp Med"
"32379022","2020-05-08","J Hosp Med"
"32379021","2020-05-08","J Hosp Med"
"32379016","2020-05-08","Disaster Med Public Health Prep"
"32379015","2020-05-08","Disaster Med Public Health Prep"
"32378969","2020-05-08","Expert Rev Mol Diagn"
"32378963","2020-05-08","Psychiatr Rehabil J"
"32378864","2020-05-08","Tidsskr Nor Laegeforen"
"32378854","2020-05-08","Tidsskr Nor Laegeforen"
"32378845","2020-05-08","Tidsskr Nor Laegeforen"
"32378844","2020-05-08","Tidsskr Nor Laegeforen"
"32378843","2020-05-08","Tidsskr Nor Laegeforen"
"32378842","2020-05-08","Tidsskr Nor Laegeforen"
"32378817","2020-05-08","Isr Med Assoc J"
"32378816","2020-05-08","Isr Med Assoc J"
"32378815","2020-05-08","Isr Med Assoc J"
"32378805","2020-05-08","Emerg Med Australas"
"32378801","2020-05-08","Dermatol Ther"
"32378797","2020-05-08","Emerg Med Australas"
"32378774","2020-05-08","BJOG"
"32378772","2020-05-08","Oncologist"
"32378770","2020-05-08","J Eur Acad Dermatol Venereol"
"32378768","2020-05-08","Health Promot J Austr"
"32378762","2020-05-08","J Psychiatr Ment Health Nurs"
"32378747","2020-05-08","J Eur Acad Dermatol Venereol"
"32378743","2020-05-08","J Eur Acad Dermatol Venereol"
"32378737","2020-05-08","Clin Pharmacol Ther"
"32378731","2020-05-08","Int J Dermatol"
"32378729","2020-05-08","Cardiol J"
"32378722","2020-05-08","Am J Epidemiol"
"32378705","2020-05-08","Biosci Rep"
"32378648","2020-05-08","Drug Discov Ther"
"32378647","2020-05-08","Drug Discov Ther"
"32378509","2020-05-08","Acta Med Port"
"32378508","2020-05-08","Acta Med Port"
"32378507","2020-05-08","Acta Med Port"
"32378503","2020-05-08","Disaster Med Public Health Prep"
"32378471","2020-05-08","Emerg Microbes Infect"
"32378470","2020-05-08","Br J Community Nurs"
"32378467","2020-05-08","Br J Community Nurs"
"32378466","2020-05-08","Br J Community Nurs"
"32378464","2020-05-08","Br J Community Nurs"
"32378460","2020-05-08","Br J Community Nurs"
"32378459","2020-05-08","Nanomedicine (Lond)"
"32378390","2020-05-08","Croat Med J"
"32378385","2020-05-08","Croat Med J"
"32378373","2020-05-08","Croat Med J"
"32378371","2020-05-08","World J Mens Health"
"32377636","2020-05-08","Crohns Colitis 360"
"32377635","2020-05-08","EClinicalMedicine"
"32377597","2020-05-08","Adv Radiat Oncol"
"32377596","2020-05-08","Adv Radiat Oncol"
"32377594","2020-05-08","Am J Ophthalmol Case Rep"
"32377576","2020-05-08","NPJ Digit Med"
"32377571","2020-05-08","Trauma Surg Acute Care Open"
"32377567","2020-05-08","NPJ Sci Food"
"32377565","2020-05-08","Med Clin (Engl Ed)"
"32377559","2020-05-08","Discoveries (Craiova)"
"32377508","2020-05-08","Mater Today Proc"
"32377507","2020-05-08","IDCases"
"32377502","2020-05-08","Ophthalmol Ther"
"32377489","2020-05-08","Cureus"
"32377486","2020-05-08","Cureus"
"32377469","2020-05-08","Cureus"
"32377468","2020-05-08","Cureus"
"32377462","2020-05-08","Cureus"
"32377400","2020-05-08","Signal Transduct Target Ther"
"32377399","2020-05-08","NPJ Vaccines"
"32377387","2020-05-08","Card Fail Rev"
"32377375","2020-05-08","Cell Discov"
"32377315","2020-05-08","Behav Anal Pract"
"32377176","2020-05-08","JOP"
"32377058","2020-05-08","J Clin Exp Hepatol"
"32377057","2020-05-08","J Clin Exp Hepatol"
"32377056","2020-05-08","Int J Diabetes Dev Ctries"
"32377034","2020-05-08","Saf Sci"
"32377030","2020-05-08","J Econom"
"32377018","2020-05-08","Nat Hum Behav"
"32377017","2020-05-08","Nat Rev Gastroenterol Hepatol"
"32377015","2020-05-08","Nat Rev Urol"
"32377007","2020-05-08","Nat Ecol Evol"
"32376989","2020-05-08","Eur J Hum Genet"
"32376987","2020-05-08","Sci Rep"
"32376977","2020-05-08","Eye (Lond)"
"32376969","2020-05-08","Bone Marrow Transplant"
"32376968","2020-05-08","Bone Marrow Transplant"
"32376966","2020-05-08","Nature"
"32376938","2020-05-08","Nature"
"32376901","2020-05-08","Nat Rev Immunol"
"32376793","2020-05-08","Indian Pediatr"
"32376777","2020-05-08","BMJ Glob Health"
"32376774","2020-05-08","Lupus Sci Med"
"32376764","2020-05-08","BMJ"
"32376760","2020-05-08","BMJ"
"32376725","2020-05-08","Pediatrics"
"32376717","2020-05-08","J Med Ethics"
"32376714","2020-05-08","J Clin Pathol"
"32376697","2020-05-08","mSphere"
"32376695","2020-05-08","Arch Dis Child"
"32376670","2020-05-08","BMJ"
"32376669","2020-05-08","BMJ"
"32376653","2020-05-08","BMJ"
"32376652","2020-05-08","BMJ"
"32376644","2020-05-08","CMAJ"
"32376638","2020-05-08","BMJ"
"32376634","2020-05-08","Proc Natl Acad Sci U S A"
"32376627","2020-05-08","J Virol"
"32376613","2020-05-08","Antimicrob Agents Chemother"
"32376612","2020-05-08","Respir Care"
"32376603","2020-05-08","Science"
"32376597","2020-05-08","Ann Rheum Dis"
"32376595","2020-05-08","BMJ"
"32376593","2020-05-08","Nan Fang Yi Ke Da Xue Xue Bao"
"32376592","2020-05-08","Nan Fang Yi Ke Da Xue Xue Bao"
"32376589","2020-05-08","Nan Fang Yi Ke Da Xue Xue Bao"
"32376588","2020-05-08","Nan Fang Yi Ke Da Xue Xue Bao"
"32376587","2020-05-08","Nan Fang Yi Ke Da Xue Xue Bao"
"32376583","2020-05-08","Nan Fang Yi Ke Da Xue Xue Bao"
"32376581","2020-05-08","Nan Fang Yi Ke Da Xue Xue Bao"
"32376580","2020-05-08","Nan Fang Yi Ke Da Xue Xue Bao"
"32376573","2020-05-08","Nan Fang Yi Ke Da Xue Xue Bao"
"32376571","2020-05-08","Nan Fang Yi Ke Da Xue Xue Bao"
"32376546","2020-05-08","Nan Fang Yi Ke Da Xue Xue Bao"
"32376543","2020-05-08","Nan Fang Yi Ke Da Xue Xue Bao"
"32376535","2020-05-08","Nan Fang Yi Ke Da Xue Xue Bao"
"32376532","2020-05-08","Nan Fang Yi Ke Da Xue Xue Bao"
"32376531","2020-05-08","Nan Fang Yi Ke Da Xue Xue Bao"
"32376528","2020-05-08","Nan Fang Yi Ke Da Xue Xue Bao"
"32376511","2020-05-08","Hand Surg Rehabil"
"32376476","2020-05-08","Med Mal Infect"
"32376453","2020-05-08","J Infect"
