"Refid","Author","Title","Abstract","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Dermatology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> Geriatrics","Speciality Bucket -> General","Speciality Bucket -> Hematology","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> ICU","Speciality Bucket -> Medical Education","Speciality Bucket -> Microbiology","Speciality Bucket -> Nephrology","Speciality Bucket -> Neurology","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Opthomology","Speciality Bucket -> Palliative Care","Speciality Bucket -> Pathology","Speciality Bucket -> Peds","Speciality Bucket -> Public Health","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Surgery","Speciality Bucket -> Urology","Speciality Bucket -> Other","Speciality Bucket -> Other (COMMENT)","Type Bucket -> Evidence-based guidance documents and guidelines","Type Bucket -> High quality observational  studies (cohort, case-control studies, etc.)","Type Bucket -> High quality experimental studies (RCTs)","Type Bucket -> Natural history studies","Type Bucket -> Case report","Type Bucket -> Lab studies","Type Bucket -> Reports of interventions/treatments","Type Bucket -> Imaging studies","Type Bucket -> Letter to the Editor/Opinion","Type Bucket -> Statistical modelling/analytical studies","Type Bucket -> Incorrect Coronavirus","Type Bucket -> Not in English","Type Bucket -> Other","Type Bucket -> Other (COMMENT)","Type Bucket -> Can't tell","Should this reference be included in the next stage? ",
"730","D Lin, L Liu, M Zhang, Y Hu, Q Yang, J Guo, Y Guo, Y Dai, Y Xu, Y Cai, X Chen, Z Zhang, K Huang","Co-infections of SARS-CoV-2 with multiple common respiratory pathogens in infected patients.",,"Mar 2020","Science China. Life sciences","32170625","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,"Respirology",,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"730","D Lin, L Liu, M Zhang, Y Hu, Q Yang, J Guo, Y Guo, Y Dai, Y Xu, Y Cai, X Chen, Z Zhang, K Huang","Co-infections of SARS-CoV-2 with multiple common respiratory pathogens in infected patients.",,"Mar 2020","Science China. Life sciences","32170625","jasper.ho","1","Yes","Cohort Studies",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,"Respirology",,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,,"Yes",
"740","C Li, Y Yang, L Ren","Genetic evolution analysis of 2019 novel coronavirus and coronavirus from other species.","The Corona Virus Disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a Public Health Emergency of International Concern. However, so far, there are still controversies about the source of the virus and its intermediate host. Here, we found the novel coronavirus was closely related to coronaviruses derived from five wild animals, including Paguma larvata, Paradoxurus hermaphroditus, Civet, Aselliscus stoliczkanus and Rhinolophus sinicus, and was in the same branch of the phylogenetic tree. However, genome and ORF1a homology show that the virus is not the same coronavirus as the coronavirus derived from these five animals, whereas the virus has the highest homology with Bat coronavirus isolate RaTG13.  ","Mar 2020","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases","32169673","Meghanglibbery","1","Yes","Animal or Laboratory Study",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"740","C Li, Y Yang, L Ren","Genetic evolution analysis of 2019 novel coronavirus and coronavirus from other species.","The Corona Virus Disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a Public Health Emergency of International Concern. However, so far, there are still controversies about the source of the virus and its intermediate host. Here, we found the novel coronavirus was closely related to coronaviruses derived from five wild animals, including Paguma larvata, Paradoxurus hermaphroditus, Civet, Aselliscus stoliczkanus and Rhinolophus sinicus, and was in the same branch of the phylogenetic tree. However, genome and ORF1a homology show that the virus is not the same coronavirus as the coronavirus derived from these five animals, whereas the virus has the highest homology with Bat coronavirus isolate RaTG13.  ","Mar 2020","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases","32169673","jasper.ho","1","Yes","Animal or Laboratory Study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Virology",,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,,"Yes",
"745","Z Li, J Ge, M Yang, J Feng, M Qiao, R Jiang, J Bi, G Zhan, X Xu, L Wang, Q Zhou, C Zhou, Y Pan, S Liu, H Zhang, J Yang, B Zhu, Y Hu, K Hashimoto, Y Jia, H Wang, R Wang, C Liu, C Yang","Vicarious traumatization in the general public, members, and non-members of medical teams aiding in COVID-19 control.","Since December 2019, more than 79,000 people have been diagnosed with infection of the Corona Virus Disease 2019 (COVID-19). A large number of medical staff was sent to Wuhan city and Hubei province to aid COVID-19 control. Psychological stress, especially vicarious traumatization caused by the COVID-19 pandemic, should not be ignored. To address this concern, the study employed a total of 214 general public and 526 nurses (i.e., 234 front-line nurses and 292 non-front-line nurses) to evaluate vicarious traumatization scores via a mobile app-based questionnaire. Front-line nurses are engaged in the process of providing care for patients with COVID-19. The results showed that the vicarious traumatization scores for front-line nurses including scores for physiological and psychological responses, were significantly lower than those of non-front-line nurses (P < 0.001). Interestingly, the vicarious traumatization scores of the general public were significantly higher than those of the front-line nurses (P < 0.001); however, no statistical difference was observed compared to the scores of non-front-line nurses (P > 0.05). Therefore, increased attention should be paid to the psychological problems of the medical staff, especially non-front-line nurses, and general public under the situation of the spread and control of COVID-19. Early strategies that aim to prevent and treat vicarious traumatization in medical staff and general public are extremely necessary.  ","Mar 2020","Brain, behavior, and immunity","32169498","Meghanglibbery","1","Yes","Survey",,,,,,,,"General",,,,,,,,,,,,,,,,"Psych",,,,,,,,,,,,,,,,,,,,"Other","Mental Health",,"Yes",
"745","Z Li, J Ge, M Yang, J Feng, M Qiao, R Jiang, J Bi, G Zhan, X Xu, L Wang, Q Zhou, C Zhou, Y Pan, S Liu, H Zhang, J Yang, B Zhu, Y Hu, K Hashimoto, Y Jia, H Wang, R Wang, C Liu, C Yang","Vicarious traumatization in the general public, members, and non-members of medical teams aiding in COVID-19 control.","Since December 2019, more than 79,000 people have been diagnosed with infection of the Corona Virus Disease 2019 (COVID-19). A large number of medical staff was sent to Wuhan city and Hubei province to aid COVID-19 control. Psychological stress, especially vicarious traumatization caused by the COVID-19 pandemic, should not be ignored. To address this concern, the study employed a total of 214 general public and 526 nurses (i.e., 234 front-line nurses and 292 non-front-line nurses) to evaluate vicarious traumatization scores via a mobile app-based questionnaire. Front-line nurses are engaged in the process of providing care for patients with COVID-19. The results showed that the vicarious traumatization scores for front-line nurses including scores for physiological and psychological responses, were significantly lower than those of non-front-line nurses (P < 0.001). Interestingly, the vicarious traumatization scores of the general public were significantly higher than those of the front-line nurses (P < 0.001); however, no statistical difference was observed compared to the scores of non-front-line nurses (P > 0.05). Therefore, increased attention should be paid to the psychological problems of the medical staff, especially non-front-line nurses, and general public under the situation of the spread and control of COVID-19. Early strategies that aim to prevent and treat vicarious traumatization in medical staff and general public are extremely necessary.  ","Mar 2020","Brain, behavior, and immunity","32169498","jasper.ho","1","Yes","Survey",,,,,,,,,,,,,,,,,,,,,,,,"Psych",,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,,"Yes",
"746","IM Ibrahim, DH Abdelmalek, ME Elshahat, AA Elfiky","COVID-19 spike-host cell receptor GRP78 binding site prediction.","OBJECTIVES: Understanding the novel coronavirus (COVID-19) mode of host cell recognition may help to fight the disease and save lives. The spike protein of coronaviruses is the main driving force for host cell recognition.  METHODS: In this study, the COVID-19 spike binding site to the cell-surface receptor (Glucose Regulated Protein 78 (GRP78)) is predicted using combined molecular modeling docking and structural bioinformatics. The COVID-19 spike protein is modeled using its counterpart, the SARS spike.  RESULTS: Sequence and structural alignments show that four regions, in addition to its cyclic nature have sequence and physicochemical similarities to the cyclic Pep42. Protein-protein docking was performed to test the four regions of the spike that fit tightly in the GRP78 Substrate Binding Domain β (SBDβ). The docking pose revealed the involvement of the SBDβ of GRP78 and the receptor-binding domain of the coronavirus spike protein in recognition of the host cell receptor.  CONCLUSIONS: We reveal that the binding is more favorable between regions III (C391-C525) and IV (C480-C488) of the spike protein model and GRP78. Region IV is the main driving force for GRP78 binding with the predicted binding affinity of -9.8 kcal/mol. These nine residues can be used to develop therapeutics specific against COVID-19.  ","Mar 2020","The Journal of infection","32169481","Meghanglibbery","1","Yes","Animal or Laboratory Study",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,"Other","Genetics",,,,,,,,,,,,,"Other","Genetics",,"Yes",
"746","IM Ibrahim, DH Abdelmalek, ME Elshahat, AA Elfiky","COVID-19 spike-host cell receptor GRP78 binding site prediction.","OBJECTIVES: Understanding the novel coronavirus (COVID-19) mode of host cell recognition may help to fight the disease and save lives. The spike protein of coronaviruses is the main driving force for host cell recognition.  METHODS: In this study, the COVID-19 spike binding site to the cell-surface receptor (Glucose Regulated Protein 78 (GRP78)) is predicted using combined molecular modeling docking and structural bioinformatics. The COVID-19 spike protein is modeled using its counterpart, the SARS spike.  RESULTS: Sequence and structural alignments show that four regions, in addition to its cyclic nature have sequence and physicochemical similarities to the cyclic Pep42. Protein-protein docking was performed to test the four regions of the spike that fit tightly in the GRP78 Substrate Binding Domain β (SBDβ). The docking pose revealed the involvement of the SBDβ of GRP78 and the receptor-binding domain of the coronavirus spike protein in recognition of the host cell receptor.  CONCLUSIONS: We reveal that the binding is more favorable between regions III (C391-C525) and IV (C480-C488) of the spike protein model and GRP78. Region IV is the main driving force for GRP78 binding with the predicted binding affinity of -9.8 kcal/mol. These nine residues can be used to develop therapeutics specific against COVID-19.  ","Mar 2020","The Journal of infection","32169481","jasper.ho","1","Yes","Animal or Laboratory Study",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Virology",,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,,"Yes",
"747","G Lippi, CJ Lavie, F Sanchis-Gomar","Cardiac troponin I in patients with coronavirus disease 2019 (COVID-19): Evidence from a meta-analysis.",,"Mar 2020","Progress in cardiovascular diseases","32169400","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,"Cardiology",,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,,"Yes",
"747","G Lippi, CJ Lavie, F Sanchis-Gomar","Cardiac troponin I in patients with coronavirus disease 2019 (COVID-19): Evidence from a meta-analysis.",,"Mar 2020","Progress in cardiovascular diseases","32169400","jasper.ho","1","Yes","Meta Analysis",,"Cardiology",,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,,"Yes",
"748","YR Guo, QD Cao, ZS Hong, YY Tan, SD Chen, HJ Jin, KS Tan, DY Wang, Y Yan","The origin, transmission and clinical therapies on coronavirus disease 2019 (COVID-19) outbreak - an update on the status.","An acute respiratory disease, caused by a novel coronavirus (SARS-CoV-2, previously known as 2019-nCoV), the coronavirus disease 2019 (COVID-19) has spread throughout China and received worldwide attention. On 30 January 2020, World Health Organization (WHO) officially declared the COVID-19 epidemic as a public health emergency of international concern. The emergence of SARS-CoV-2, since the severe acute respiratory syndrome coronavirus (SARS-CoV) in 2002 and Middle East respiratory syndrome coronavirus (MERS-CoV) in 2012, marked the third introduction of a highly pathogenic and large-scale epidemic coronavirus into the human population in the twenty-first century. As of 1 March 2020, a total of 87,137 confirmed cases globally, 79,968 confirmed in China and 7169 outside of China, with 2977 deaths (3.4%) had been reported by WHO. Meanwhile, several independent research groups have identified that SARS-CoV-2 belongs to β-coronavirus, with highly identical genome to bat coronavirus, pointing to bat as the natural host. The novel coronavirus uses the same receptor, angiotensin-converting enzyme 2 (ACE2) as that for SARS-CoV, and mainly spreads through the respiratory tract. Importantly, increasingly evidence showed sustained human-to-human transmission, along with many exported cases across the globe. The clinical symptoms of COVID-19 patients include fever, cough, fatigue and a small population of patients appeared gastrointestinal infection symptoms. The elderly and people with underlying diseases are susceptible to infection and prone to serious outcomes, which may be associated with acute respiratory distress syndrome (ARDS) and cytokine storm. Currently, there are few specific antiviral strategies, but several potent candidates of antivirals and repurposed drugs are under urgent investigation. In this review, we summarized the latest research progress of the epidemiology, pathogenesis, and clinical characteristics of COVID-19, and discussed the current treatment and scientific advancements to combat the epidemic novel coronavirus.  ","03 2020","Military Medical Research","32169119","Meghanglibbery","1","Yes","Systematic Review",,,,,,,,"General",,,,"ICU",,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,,"Yes",
