"Refid","Author","Title","Abstract","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Dermatology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> ENT","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> Geriatrics","Speciality Bucket -> General","Speciality Bucket -> Hematology","Speciality Bucket -> ICU","Speciality Bucket -> Infectious Disease","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> Medical Education","Speciality Bucket -> Microbiology","Speciality Bucket -> Nephrology","Speciality Bucket -> Neurology","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Ophthalmology","Speciality Bucket -> Palliative Care","Speciality Bucket -> Pathology","Speciality Bucket -> Pediatrics","Speciality Bucket -> Public Health","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Surgery","Speciality Bucket -> Urology","Type of Publication -> Evidence-based guidance documents and guidelines","Type of Publication -> Systematic review/meta analysis","Type of Publication -> Observational  studies","Type of Publication -> Experimental studies","Type of Publication -> Natural history studies","Type of Publication -> Case report","Type of Publication -> Lab studies","Type of Publication -> Reports of interventions/treatments","Type of Publication -> Imaging studies","Type of Publication -> Letter to the Editor/Narrative Review","Type of Publication -> Statistical modelling/analytical studies","Should this reference be included in the next stage? ",
"32278725","VN Prachand, R Milner, P Angelos, MC Posner, JJ Fung, N Agrawal, V Jeevanandam, JB Matthews","Medically-Necessary, Time-Sensitive Procedures: A Scoring System to Ethically and Efficiently Manage Resource Scarcity and Provider Risk During the COVID-19 Pandemic.","Hospitals have severely curtailed the performance of non-urgent surgical procedures in anticipation of the need to redeploy healthcare resources to meet the projected massive medical needs of patients with Coronavirus Disease 2019 (COVID-19). Surgical treatment of non-COVID-19 related disease during this period, however, still remains necessary. The decision to proceed with Medically-Necessary, Time-Sensitive (MeNTS) procedures in the setting of the COVID-19 pandemic requires incorporation of factors (resource limitations, COVID-19 transmission risk to providers and patients) heretofore not overtly considered by surgeons in the already complicated processes of clinical judgment and shared decision-making. We describe a scoring system that systematically integrates these factors to facilitate decision-making and triage for MeNTS procedures and appropriately weighs individual patient risks with the ethical necessity of optimizing public health concerns. This approach is applicable across a broad range of hospital settings (academic and community, urban and rural) in the midst of the pandemic and may be able to inform case triage as OR capacity resumes once the acute phase of the pandemic subsides.  ","Apr 2020","Journal of the American College of Surgeons","32278725","johnkim","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,"Public Health",,,,,"Surgery",,"Evidence-based guidance documents and guidelines",,,,,,,,,"Letter to the Editor/Narrative Review",,"Yes",
"32278758","Z Lei, H Cao, Y Jie, Z Huang, X Guo, J Chen, L Peng, H Cao, X Dai, J Liu, X Li, J Zhu, W Xu, D Chen, Z Gao, J He, B Lin","A cross-sectional comparison of epidemiological and clinical features of patients with coronavirus disease (COVID-19) in Wuhan and outside Wuhan, China.","BACKGROUND: Coronavirus disease 2019 (COVID-19) has spread outside the initial epicenter of Wuhan. We compared cases in Guangzhou and Wuhan to illustrate potential changes in pathogenicity and epidemiological characteristics as the epidemic has progressed.  METHODS: We studied 20 patients admitted to the Third Affiliated Hospital of Sun Yat-Sen University in Guangzhou, China from January 22 to February 12, 2020. Data were extracted from medical records. These cases were compared with the 99 cases, previously published in Lancet, from Wuhan Jinyintan Hospital from January 1 to January 20, 2020.  RESULTS: Guangzhou patients were younger and had better prognosis than Wuhan patients. The Wuhan patients were more likely to be admitted to the ICU (23% vs 5%) and had a higher mortality rate (11% vs 0%). Cases in Guangzhou tended to be more clustered. Diarrhea and vomiting were more common among Guangzhou patients and SARS-CoV-2 RNA was found in feces. Fecal SARA-CoV-2 RNA remained positive when nasopharyngeal swabs turned negative in some patients.  CONCLUSIONS: This study indicates possible diminishing virulence of the virus in the process of transmission. Yet persistent positive RNA in feces after negative nasopharyngeal swabs suggests a possible prolonged transmission period that challenges current quarantine practices.  ","Apr 2020","Travel medicine and infectious disease","32278758","Daniellevin","1","Yes","Case Series/Report",,,,,,,,,"General",,"ICU",,,,,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,"Yes",
"32278758","Z Lei, H Cao, Y Jie, Z Huang, X Guo, J Chen, L Peng, H Cao, X Dai, J Liu, X Li, J Zhu, W Xu, D Chen, Z Gao, J He, B Lin","A cross-sectional comparison of epidemiological and clinical features of patients with coronavirus disease (COVID-19) in Wuhan and outside Wuhan, China.","BACKGROUND: Coronavirus disease 2019 (COVID-19) has spread outside the initial epicenter of Wuhan. We compared cases in Guangzhou and Wuhan to illustrate potential changes in pathogenicity and epidemiological characteristics as the epidemic has progressed.  METHODS: We studied 20 patients admitted to the Third Affiliated Hospital of Sun Yat-Sen University in Guangzhou, China from January 22 to February 12, 2020. Data were extracted from medical records. These cases were compared with the 99 cases, previously published in Lancet, from Wuhan Jinyintan Hospital from January 1 to January 20, 2020.  RESULTS: Guangzhou patients were younger and had better prognosis than Wuhan patients. The Wuhan patients were more likely to be admitted to the ICU (23% vs 5%) and had a higher mortality rate (11% vs 0%). Cases in Guangzhou tended to be more clustered. Diarrhea and vomiting were more common among Guangzhou patients and SARS-CoV-2 RNA was found in feces. Fecal SARA-CoV-2 RNA remained positive when nasopharyngeal swabs turned negative in some patients.  CONCLUSIONS: This study indicates possible diminishing virulence of the virus in the process of transmission. Yet persistent positive RNA in feces after negative nasopharyngeal swabs suggests a possible prolonged transmission period that challenges current quarantine practices.  ","Apr 2020","Travel medicine and infectious disease","32278758","johnkim","1","Yes","Case Control Studies",,,,,,,,,,,,"Infectious Disease",,,,,,,,,,,,,,,,,,,,,,"Observational  studies",,,,,,,,,"Yes",
"32278811","MB Serafin, A Bottega, VS Foletto, TF da Rosa, A Hörner, R Hörner","Drug repositioning an alternative for the treatment of coronavirus COVID-19.","Given the extreme importance of the current pandemic caused by COVID-19, and due to the fact that scientists agree that there is no identified pharmacological treatment where possible therapeutic alternatives are raised through drug repositioning. We present a selection of studies involving drugs from different pharmaceutical classes with activity against SARS-CoV-2 and SARS-Cov, with potential use in the treatment of COVID-19 disease.  ","Apr 2020","International journal of antimicrobial agents","32278811","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,"Yes",
"32278811","MB Serafin, A Bottega, VS Foletto, TF da Rosa, A Hörner, R Hörner","Drug repositioning an alternative for the treatment of coronavirus COVID-19.","Given the extreme importance of the current pandemic caused by COVID-19, and due to the fact that scientists agree that there is no identified pharmacological treatment where possible therapeutic alternatives are raised through drug repositioning. We present a selection of studies involving drugs from different pharmaceutical classes with activity against SARS-CoV-2 and SARS-Cov, with potential use in the treatment of COVID-19 disease.  ","Apr 2020","International journal of antimicrobial agents","32278811","johnkim","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,"Immunology",,,"Microbiology",,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Narrative Review",,"Yes",
"32278878","N Penel, S Bonvalot, V Minard, D Orbach, F Gouin, N Corradini, M Brahmi, P Marec-Bérard, S Briand, N Gaspar, C Llacer, S Carrère, A Dufresne, A Le Cesne, JY Blay","French Sarcoma Group proposals for management of sarcoma patients during COVID-19 outbreak.",,"Apr 2020","Annals of oncology : official journal of the European Society for Medical Oncology","32278878","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Oncology",,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Narrative Review",,"Yes",
"32278878","N Penel, S Bonvalot, V Minard, D Orbach, F Gouin, N Corradini, M Brahmi, P Marec-Bérard, S Briand, N Gaspar, C Llacer, S Carrère, A Dufresne, A Le Cesne, JY Blay","French Sarcoma Group proposals for management of sarcoma patients during COVID-19 outbreak.",,"Apr 2020","Annals of oncology : official journal of the European Society for Medical Oncology","32278878","johnkim","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Oncology",,,,,,,,,,"Surgery",,"Evidence-based guidance documents and guidelines",,,,,,,,,"Letter to the Editor/Narrative Review",,"Yes",
"32278879","A Passaro, S Peters, TSK Mok, I Attili, T Mitsudomi, F de Marinis","Testing for COVID-19 in lung cancer patients.",,"Apr 2020","Annals of oncology : official journal of the European Society for Medical Oncology","32278879","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Oncology",,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Narrative Review",,"Yes",
"32278879","A Passaro, S Peters, TSK Mok, I Attili, T Mitsudomi, F de Marinis","Testing for COVID-19 in lung cancer patients.",,"Apr 2020","Annals of oncology : official journal of the European Society for Medical Oncology","32278879","johnkim","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Oncology",,,,,,,"Respirology",,,,,,,,,,,,,,"Letter to the Editor/Narrative Review",,"Yes",
"32279018","BM Henry, G Lippi","Poor survival with extracorporeal membrane oxygenation in acute respiratory distress syndrome (ARDS) due to coronavirus disease 2019 (COVID-19): Pooled analysis of early reports.",,"Apr 2020","Journal of critical care","32279018","Daniellevin","1","Yes","Systematic Review",,,,,,,,,,,"ICU",,,,,,,,,,,,,,,,,,,,,,"Systematic review/meta analysis",,,,,,"Reports of interventions/treatments",,,,"Yes",
"32279018","BM Henry, G Lippi","Poor survival with extracorporeal membrane oxygenation in acute respiratory distress syndrome (ARDS) due to coronavirus disease 2019 (COVID-19): Pooled analysis of early reports.",,"Apr 2020","Journal of critical care","32279018","johnkim","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,"ICU","Infectious Disease",,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Narrative Review",,"Yes",
"32279081","T Chen, Z Dai, P Mo, X Li, Z Ma, S Song, X Chen, M Luo, K Liang, S Gao, Y Zhang, L Deng, Y Xiong","Clinical characteristics and outcomes of older patients with coronavirus disease 2019 (COVID-19) in Wuhan, China (2019): a single-centered, retrospective study.","BACKGROUND: In December 2019, the coronavirus disease 2019 (COVID-19) emerged in Wuhan city and spread rapidly throughout China and the world. In this study, we aimed to describe the clinical course and outcomes of older patients with COVID-19.  METHODS: This is a retrospective investigation of hospitalized older patients with confirmed COVID-19 at Zhongnan Hospital of Wuhan University from January 1, 2020, to February 10, 2020.  RESULTS: In total, 203 patients were diagnosed with COVID-19, with a median age of 54 years (interquartile range, 41-68; range, 20-91 years). Men accounted for 108 (53.2%) of the cases, and 55 patients (27.1%) were >65 years of age. Among patients who were 65 years and older, the mortality rate was 34.5% (19/55), which was significantly higher than that of younger patients at 4.7% (7/148). Common symptoms of older patients with COVID-19 included fever (94.5%; n=52), dry cough (69.1%; n=38), and chest distress (63.6%; n=35). Compared with young patients, older patients had more laboratory abnormalities and comorbidities. Through a multivariate analysis of the causes of death in older patients, we found that males, comorbidities, time from disease onset to hospitalization, abnormal kidney function, and elevated procalcitonin levels were all significantly associated with death.  CONCLUSIONS: In the recent outbreak of COVID-19, our local hospital in Wuhan found that patients aged 65 and older had greater initial comorbidities, more severe symptoms, and were more likely to experience multi-organ involvement and death, as compared with younger patients.  ","Apr 2020","The journals of gerontology. Series A, Biological sciences and medical sciences","32279081","jasper.ho","1","Yes","Case Series/Report",,,,,,,,"Geriatrics",,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,"Yes",
"32279081","T Chen, Z Dai, P Mo, X Li, Z Ma, S Song, X Chen, M Luo, K Liang, S Gao, Y Zhang, L Deng, Y Xiong","Clinical characteristics and outcomes of older patients with coronavirus disease 2019 (COVID-19) in Wuhan, China (2019): a single-centered, retrospective study.","BACKGROUND: In December 2019, the coronavirus disease 2019 (COVID-19) emerged in Wuhan city and spread rapidly throughout China and the world. In this study, we aimed to describe the clinical course and outcomes of older patients with COVID-19.  METHODS: This is a retrospective investigation of hospitalized older patients with confirmed COVID-19 at Zhongnan Hospital of Wuhan University from January 1, 2020, to February 10, 2020.  RESULTS: In total, 203 patients were diagnosed with COVID-19, with a median age of 54 years (interquartile range, 41-68; range, 20-91 years). Men accounted for 108 (53.2%) of the cases, and 55 patients (27.1%) were >65 years of age. Among patients who were 65 years and older, the mortality rate was 34.5% (19/55), which was significantly higher than that of younger patients at 4.7% (7/148). Common symptoms of older patients with COVID-19 included fever (94.5%; n=52), dry cough (69.1%; n=38), and chest distress (63.6%; n=35). Compared with young patients, older patients had more laboratory abnormalities and comorbidities. Through a multivariate analysis of the causes of death in older patients, we found that males, comorbidities, time from disease onset to hospitalization, abnormal kidney function, and elevated procalcitonin levels were all significantly associated with death.  CONCLUSIONS: In the recent outbreak of COVID-19, our local hospital in Wuhan found that patients aged 65 and older had greater initial comorbidities, more severe symptoms, and were more likely to experience multi-organ involvement and death, as compared with younger patients.  ","Apr 2020","The journals of gerontology. Series A, Biological sciences and medical sciences","32279081","johnkim","1","Yes","Case Series/Report",,,,,,,,"Geriatrics",,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,"Natural history studies","Case report",,,,,,"Yes",
