Refid,Author,Title,Date,Journal,PMID,User,Level,Were you able to find the article? ,Type of Study,Sample Size,Sample Size is >5 (Case Reports ONLY) ,Speciality Bucket -> Anesthesia,Speciality Bucket -> Cardiology,Speciality Bucket -> Emergency Medicine,Speciality Bucket -> Family Medicine,Speciality Bucket -> Gastroenterology,Speciality Bucket -> General,Speciality Bucket -> Immunology,Speciality Bucket -> Internal Medicine,Speciality Bucket -> ICU,Speciality Bucket -> Medical Education,Speciality Bucket -> OBGYN,Speciality Bucket -> Oncology,Speciality Bucket -> Peds,Speciality Bucket -> Psych,Speciality Bucket -> Respirology,Speciality Bucket -> Rheumatology,Speciality Bucket -> Radiology,Speciality Bucket -> Other,Speciality Bucket -> Other (COMMENT),Type Bucket -> Evidence-based guidance documents and guidelines,Type Bucket -> High quality descriptive studies,Type Bucket -> Natural history studies,Type Bucket -> Case report,Type Bucket -> Reports of interventions/treatments,Type Bucket -> Imaging studies,Type Bucket -> Letter to the Editor/Opinion,Type Bucket -> Not in English,Type Bucket -> Other,Type Bucket -> Other (COMMENT),Should this reference be included in the next stage? 
260,"X Zhou, CL Snoswell, LE Harding, M Bambling, S Edirippulige, X Bai, AC Smith",The Role of Telehealth in Reducing the Mental Health Burden from COVID-19.,20-Mar,Telemedicine journal and e-health : the official journal of the American Telemedicine Association,32202977,becky.jones,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,Family Medicine,,,,,,,,,,Psych,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
260,"X Zhou, CL Snoswell, LE Harding, M Bambling, S Edirippulige, X Bai, AC Smith",The Role of Telehealth in Reducing the Mental Health Burden from COVID-19.,20-Mar,Telemedicine journal and e-health : the official journal of the American Telemedicine Association,32202977,jasper.ho,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,,,,,,,,,,Psych,,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
261,",  ","Recommendations by the SEPD and AEG, both in general and on the operation of gastrointestinal endoscopy and gastroenterology units, concerning the current SARS-CoV-2 pandemic (March, 18).",03 2020,Revista espanola de enfermedades digestivas : organo oficial de la Sociedad Espanola de Patologia Digestiva,32202911,becky.jones,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,Gastroenterology,,,,,,,,,,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
261,",  ","Recommendations by the SEPD and AEG, both in general and on the operation of gastrointestinal endoscopy and gastroenterology units, concerning the current SARS-CoV-2 pandemic (March, 18).",03 2020,Revista espanola de enfermedades digestivas : organo oficial de la Sociedad Espanola de Patologia Digestiva,32202911,jasper.ho,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,Gastroenterology,,,,,,,,,,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
262,"EJ Emanuel, G Persad, R Upshur, B Thome, M Parker, A Glickman, C Zhang, C Boyle, M Smith, JP Phillips",Fair Allocation of Scarce Medical Resources in the Time of Covid-19.,20-Mar,The New England journal of medicine,32202722,becky.jones,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,,General,,,,,,,,,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
262,"EJ Emanuel, G Persad, R Upshur, B Thome, M Parker, A Glickman, C Zhang, C Boyle, M Smith, JP Phillips",Fair Allocation of Scarce Medical Resources in the Time of Covid-19.,20-Mar,The New England journal of medicine,32202722,jasper.ho,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,,General,,,,,,,,,,,,Other,Medical ethics,,,,,,,Letter to the Editor/Opinion,,,,Yes
265,"J Lai, S Ma, Y Wang, Z Cai, J Hu, N Wei, J Wu, H Du, T Chen, R Li, H Tan, L Kang, L Yao, M Huang, H Wang, G Wang, Z Liu, S Hu",Factors Associated With Mental Health Outcomes Among Health Care Workers Exposed to Coronavirus Disease 2019.,03 2020,JAMA network open,32202646,Daniellevin,1,Yes,Case Series/Report,1257,Yes,,,,,,,,,,,,,,Psych,,,,,,,High quality descriptive studies,,,,,,,,,Yes
265,"J Lai, S Ma, Y Wang, Z Cai, J Hu, N Wei, J Wu, H Du, T Chen, R Li, H Tan, L Kang, L Yao, M Huang, H Wang, G Wang, Z Liu, S Hu",Factors Associated With Mental Health Outcomes Among Health Care Workers Exposed to Coronavirus Disease 2019.,03 2020,JAMA network open,32202646,jasper.ho,1,Yes,Survey,,N/A - pick if not case report,,,,,,,,,,,,,,Psych,,,,,,,High quality descriptive studies,,,,,,,,,Yes
273,"V Ficarra, G Novara, A Abrate, R Bartoletti, A Crestani, C De Nunzio, G Giannarini, A Gregori, G Liguori, V Mirone, N Pavan, RM Scarpa, A Simonato, C Trombetta, A Tubaro, F Porpiglia,  ",Urology practice during COVID-19 pandemic.,20-Mar,Minerva urologica e nefrologica = The Italian journal of urology and nephrology,32202401,Daniellevin,1,Yes,Narrative Review/Expert Opinion,,,,,,,,,,,,,,,,,,,,Other,Urology,,,,,,,Letter to the Editor/Opinion,,,,Yes
273,"V Ficarra, G Novara, A Abrate, R Bartoletti, A Crestani, C De Nunzio, G Giannarini, A Gregori, G Liguori, V Mirone, N Pavan, RM Scarpa, A Simonato, C Trombetta, A Tubaro, F Porpiglia,  ",Urology practice during COVID-19 pandemic.,20-Mar,Minerva urologica e nefrologica = The Italian journal of urology and nephrology,32202401,jasper.ho,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,,,,,,,,,,,,,,Other,Urology,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
274,JF Ludvigsson,Systematic review of COVID-19 in children shows milder cases and a better prognosis than adults.,20-Mar,"Acta paediatrica (Oslo, Norway : 1992)",32202343,Daniellevin,1,Yes,Systematic Review,45,,,,,Family Medicine,,,,,,,,,Peds,,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
274,JF Ludvigsson,Systematic review of COVID-19 in children shows milder cases and a better prognosis than adults.,20-Mar,"Acta paediatrica (Oslo, Norway : 1992)",32202343,jasper.ho,1,Yes,Systematic Review,,N/A - pick if not case report,,,,,,,,,,,,,Peds,,,,,,,Evidence-based guidance documents and guidelines,High quality descriptive studies,,,Reports of interventions/treatments,,,,,,Yes
282,"D Kumar, O Manuel, Y Natori, H Egawa, P Grossi, SH Han, M Fernandez-Ruiz, A Humar",COVID-19: A Global Transplant Perspective on Successfully Navigating a Pandemic.,20-Mar,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,32202064,Daniellevin,1,Yes,Narrative Review/Expert Opinion,,,,,,,,,,,,,,,,,,,,Other,Transplant,,,,,,,Letter to the Editor/Opinion,,,,Yes
282,"D Kumar, O Manuel, Y Natori, H Egawa, P Grossi, SH Han, M Fernandez-Ruiz, A Humar",COVID-19: A Global Transplant Perspective on Successfully Navigating a Pandemic.,20-Mar,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,32202064,jasper.ho,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,,,,,,,,,,,,,,Other,Transplant medicine,,,,,,,Letter to the Editor/Opinion,,,,Yes
289,"M Prajapat, P Sarma, N Shekhar, P Avti, S Sinha, H Kaur, S Kumar, A Bhattacharyya, H Kumar, S Bansal, B Medhi",Drug targets for corona virus: A systematic review.,,Indian journal of pharmacology,32201449,Daniellevin,1,Yes,Systematic Review,,,,,,,,General,,,,,,,,,,,,,,,,,,Reports of interventions/treatments,,,,,,Yes
289,"M Prajapat, P Sarma, N Shekhar, P Avti, S Sinha, H Kaur, S Kumar, A Bhattacharyya, H Kumar, S Bansal, B Medhi",Drug targets for corona virus: A systematic review.,,Indian journal of pharmacology,32201449,jasper.ho,1,Yes,Systematic Review,,N/A - pick if not case report,,,,,,,,,,,,,,,,,,Other,Virology,,High quality descriptive studies,,,,,,,,,Yes
294,"M Colaneri, E Seminari, A Piralla, V Zuccaro, AD Filippo, F Baldanti, R Bruno, MU Mondelli,  ",Lack of SARS-CoV-2 RNA environmental contamination in a tertiary referral hospital for infectious diseases in Northern Italy.,20-Mar,The Journal of hospital infection,32201338,kearneh,1,Yes,Case Series/Report,,,,,,,,General,,,,,,,,,,,,,,,High quality descriptive studies,,,,,,,,,Yes
294,"M Colaneri, E Seminari, A Piralla, V Zuccaro, AD Filippo, F Baldanti, R Bruno, MU Mondelli,  ",Lack of SARS-CoV-2 RNA environmental contamination in a tertiary referral hospital for infectious diseases in Northern Italy.,20-Mar,The Journal of hospital infection,32201338,Daniellevin,1,Yes,Case Series/Report,,Yes,,,,,,General,,,,,,,,,,,,,,,,,,Reports of interventions/treatments,,,,,,Yes
295,"E Driggin, MV Madhavan, B Bikdeli, T Chuich, J Laracy, G Bondi-Zoccai, TS Brown, C Nigoghossian, DA Zidar, J Haythe, D Brodie, JA Beckman, AJ Kirtane, GW Stone, HM Krumholz, SA Parikh","Cardiovascular Considerations for Patients, Health Care Workers, and Health Systems During the Coronavirus Disease 2019 (COVID-19) Pandemic.",20-Mar,Journal of the American College of Cardiology,32201335,kearneh,1,Yes,Systematic Review,,,,Cardiology,,,,,,Internal Medicine,,,,,,,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
295,"E Driggin, MV Madhavan, B Bikdeli, T Chuich, J Laracy, G Bondi-Zoccai, TS Brown, C Nigoghossian, DA Zidar, J Haythe, D Brodie, JA Beckman, AJ Kirtane, GW Stone, HM Krumholz, SA Parikh","Cardiovascular Considerations for Patients, Health Care Workers, and Health Systems During the Coronavirus Disease 2019 (COVID-19) Pandemic.",20-Mar,Journal of the American College of Cardiology,32201335,Daniellevin,1,Yes,Narrative Review/Expert Opinion,,,,Cardiology,,,,,,,,,,,,,,,,,,,,Natural history studies,,,,,,,,Yes
297,"P Lei, B Fan, J Mao, P Wang",Comprehensive analysis for diagnosis of novel coronavirus disease (COVID-19) infection.,20-Mar,The Journal of infection,32201156,kearneh,1,Yes,Narrative Review/Expert Opinion,,,,,,,,General,,,,,,,,,,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
297,"P Lei, B Fan, J Mao, P Wang",Comprehensive analysis for diagnosis of novel coronavirus disease (COVID-19) infection.,20-Mar,The Journal of infection,32201156,Daniellevin,1,Yes,Narrative Review/Expert Opinion,,,,,,,,General,,,,,,,,,,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
300,"F Zeri, SA Naroo",Contact lens practice in the time of COVID-19.,20-Mar,Contact lens & anterior eye : the journal of the British Contact Lens Association,32201054,kearneh,1,Yes,Narrative Review/Expert Opinion,,,,,,,,,,,,,,,,,,,,Other,Optho,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
300,"F Zeri, SA Naroo",Contact lens practice in the time of COVID-19.,20-Mar,Contact lens & anterior eye : the journal of the British Contact Lens Association,32201054,Daniellevin,1,Yes,Narrative Review/Expert Opinion,,,,,,,,,,,,,,,,,,,,Other,Opthmomalogy,,,,,,,Letter to the Editor/Opinion,,,,Yes
301,"CN Wu, LZ Xia, KH Li, WH Ma, DN Yu, B Qu, BX Li, Y Cao",High-flow nasal-oxygenation-assisted fibreoptic tracheal intubation in critically ill patients with COVID-19 pneumonia: a prospective randomised controlled trial.,20-Mar,British journal of anaesthesia,32200994,kearneh,1,Yes,Randomized Control Trial,60,N/A - pick if not case report,,,,,,,,,ICU,,,,,,,,,,,,High quality descriptive studies,,,,,,,,,Yes
301,"CN Wu, LZ Xia, KH Li, WH Ma, DN Yu, B Qu, BX Li, Y Cao",High-flow nasal-oxygenation-assisted fibreoptic tracheal intubation in critically ill patients with COVID-19 pneumonia: a prospective randomised controlled trial.,20-Mar,British journal of anaesthesia,32200994,Daniellevin,1,Yes,Other,,,,,,,,General,,,ICU,,,,,,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
303,"Chang, G Mo, X Yuan, Y Tao, X Peng, F Wang, L Xie, L Sharma, CS Dela Cruz, E Qin",Time Kinetics of Viral Clearance and Resolution of Symptoms in Novel Coronavirus Infection.,20-Mar,American journal of respiratory and critical care medicine,32200654,kearneh,1,Yes,Case Series/Report,16,Yes,,,,,,General,,,,,,,,,,,,,,,,,Case report,,,,,,,Yes
303,"Chang, G Mo, X Yuan, Y Tao, X Peng, F Wang, L Xie, L Sharma, CS Dela Cruz, E Qin",Time Kinetics of Viral Clearance and Resolution of Symptoms in Novel Coronavirus Infection.,20-Mar,American journal of respiratory and critical care medicine,32200654,Daniellevin,1,Yes,Case Series/Report,16,Yes,,,,,,General,Immunology,,,,,,,,,,,,,,High quality descriptive studies,,,,,,,,,Yes
304,"C Pan, L Chen, C Lu, W Zhang, JA Xia, MC Sklar, B Du, L Brochard, H Qiu","Lung Recruitability in SARS-CoV-2 Associated Acute Respiratory Distress Syndrome: A Single-center, Observational Study.",20-Mar,American journal of respiratory and critical care medicine,32200645,kearneh,1,Yes,Case Series/Report,12,Yes,,,,,,,,,,,,,,,Respirology,,,,,,High quality descriptive studies,,,,,,,,,Yes
304,"C Pan, L Chen, C Lu, W Zhang, JA Xia, MC Sklar, B Du, L Brochard, H Qiu","Lung Recruitability in SARS-CoV-2 Associated Acute Respiratory Distress Syndrome: A Single-center, Observational Study.",20-Mar,American journal of respiratory and critical care medicine,32200645,Daniellevin,1,Yes,Case Series/Report,22,Yes,,,,,,General,,,ICU,,,,,,Respirology,,,,,,High quality descriptive studies,,,,,,,,,Yes
306,"K Kotfis, K Skonieczna-Żydecka",COVID-19: gastrointestinal symptoms and potential sources of 2019-nCoV transmission.,20-Mar,Anaesthesiology intensive therapy,32200613,kearneh,1,Yes,Narrative Review/Expert Opinion,,,,,,,Gastroenterology,,,,,,,,,,,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
306,"K Kotfis, K Skonieczna-Żydecka",COVID-19: gastrointestinal symptoms and potential sources of 2019-nCoV transmission.,20-Mar,Anaesthesiology intensive therapy,32200613,Daniellevin,1,Yes,Narrative Review/Expert Opinion,,,,,,,Gastroenterology,,,,,,,,,,,,,,,,,Natural history studies,,,,,,,,Yes
308,"KJ Goh, MC Choong, EH Cheong, S Kalimuddin, S Duu Wen, GC Phua, KS Chan, S Haja Mohideen",Rapid Progression to Acute Respiratory Distress Syndrome: Review of Current Understanding of Critical Illness from COVID-19 Infection.,20-Jan,"Annals of the Academy of Medicine, Singapore",32200400,kearneh,1,Yes,Narrative Review/Expert Opinion,,,,,,,,General,,,,,,,,,,,,,,,,,,,,,,,,Yes
308,"KJ Goh, MC Choong, EH Cheong, S Kalimuddin, S Duu Wen, GC Phua, KS Chan, S Haja Mohideen",Rapid Progression to Acute Respiratory Distress Syndrome: Review of Current Understanding of Critical Illness from COVID-19 Infection.,20-Jan,"Annals of the Academy of Medicine, Singapore",32200400,Daniellevin,1,Yes,Narrative Review/Expert Opinion,,,,,,,,,,Internal Medicine,ICU,,,,,,,,,,,,,Natural history studies,,,,,,,,Yes
309,"CS Ho, CY Chee, RC Ho",Mental Health Strategies to Combat the Psychological Impact of COVID-19 Beyond Paranoia and Panic.,20-Jan,"Annals of the Academy of Medicine, Singapore",32200399,kearneh,1,Yes,Narrative Review/Expert Opinion,,,,,,,,,,,,,,,,Psych,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
309,"CS Ho, CY Chee, RC Ho",Mental Health Strategies to Combat the Psychological Impact of COVID-19 Beyond Paranoia and Panic.,20-Jan,"Annals of the Academy of Medicine, Singapore",32200399,Daniellevin,1,Yes,Narrative Review/Expert Opinion,,,,,,,,,,,,,,,,Psych,,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
312,"V Peyronnet, J Sibiude, P Deruelle, C Huissoud, X Lescure, JC Lucet, L Mandelbrot, I Nisand, C Vayssière, Y Yazpandanah, D Luton, O Picone",[Infection with SARS-CoV-2 in pregnancy. Information and proposed care. CNGOF.],20-Mar,"Gynecologie, obstetrique, fertilite & senologie",32199996,kearneh,1,Yes,Narrative Review/Expert Opinion,,,,,,,,,,,,,OBGYN,,,,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
312,"V Peyronnet, J Sibiude, P Deruelle, C Huissoud, X Lescure, JC Lucet, L Mandelbrot, I Nisand, C Vayssière, Y Yazpandanah, D Luton, O Picone",[Infection with SARS-CoV-2 in pregnancy. Information and proposed care. CNGOF.],20-Mar,"Gynecologie, obstetrique, fertilite & senologie",32199996,Daniellevin,1,Yes,Narrative Review/Expert Opinion,,,,,,,,,,,,,OBGYN,,,,,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
317,"Z Zhou, N Zhao, Y Shu, S Han, B Chen, X Shu",Effect of gastrointestinal symptoms on patients infected with COVID-19.,20-Mar,Gastroenterology,32199880,kearneh,1,Yes,Cohort Studies,254,,,,,,Gastroenterology,General,,,,,,,,,,,,,,,High quality descriptive studies,,,,,,,,,Yes
317,"Z Zhou, N Zhao, Y Shu, S Han, B Chen, X Shu",Effect of gastrointestinal symptoms on patients infected with COVID-19.,20-Mar,Gastroenterology,32199880,Meghanglibbery,1,Yes,Cohort Studies,254,N/A - pick if not case report,,,,,Gastroenterology,General,,,,,,,,,,,,,,,,Natural history studies,,,,,,,,Yes
319,"H Hong, Y Wang, HT Chung, CJ Chen","Clinical characteristics of novel coronavirus disease 2019 (COVID-19) in newborns, infants and children.",20-Mar,Pediatrics and neonatology,32199864,kearneh,1,Yes,Narrative Review/Expert Opinion,,,,,,,,,,,,,,,Peds,,,,,,,Evidence-based guidance documents and guidelines,,,,,,,,,,Yes
319,"H Hong, Y Wang, HT Chung, CJ Chen","Clinical characteristics of novel coronavirus disease 2019 (COVID-19) in newborns, infants and children.",20-Mar,Pediatrics and neonatology,32199864,Meghanglibbery,1,Yes,Narrative Review/Expert Opinion,,N/A - pick if not case report,,,,,,,,,,,,,Peds,,,,,,,,,Natural history studies,,,,Letter to the Editor/Opinion,,,,Yes
331,"Y Wu, C Guo, L Tang, Z Hong, J Zhou, X Dong, H Yin, Q Xiao, Y Tang, X Qu, L Kuang, X Fang, N Mishra, J Lu, H Shan, G Jiang, X Huang",Prolonged presence of SARS-CoV-2 viral RNA in faecal samples.,20-Mar,The lancet. Gastroenterology & hepatology,32199469,kearneh,1,Yes,Case Series/Report,98,Yes,,,,,Gastroenterology,,,Internal Medicine,,,,,,,,,,,,,High quality descriptive studies,,,,,,,,,Yes
331,"Y Wu, C Guo, L Tang, Z Hong, J Zhou, X Dong, H Yin, Q Xiao, Y Tang, X Qu, L Kuang, X Fang, N Mishra, J Lu, H Shan, G Jiang, X Huang",Prolonged presence of SARS-CoV-2 viral RNA in faecal samples.,20-Mar,The lancet. Gastroenterology & hepatology,32199469,Meghanglibbery,1,Yes,Cohort Studies,98,,,,,,Gastroenterology,General,,Internal Medicine,,,,,,,,,,,,,,Natural history studies,,,,,,,,Yes
334,"CKT Lima, PMM Carvalho, IAAS Lima, JVAO Nunes, JS Saraiva, RI de Souza, CGL da Silva, MLR Neto",The emotional impact of Coronavirus 2019-nCoV (new Coronavirus disease).,20-Mar,Psychiatry research,32199182,kearneh,1,Yes,,,,,,,,,General,,,,,,,,,,,,,,,High quality descriptive studies,,,,,,,,,Yes
334,"CKT Lima, PMM Carvalho, IAAS Lima, JVAO Nunes, JS Saraiva, RI de Souza, CGL da Silva, MLR Neto",The emotional impact of Coronavirus 2019-nCoV (new Coronavirus disease).,20-Mar,Psychiatry research,32199182,Meghanglibbery,1,Yes,Systematic Review,,,,,,,,General,,,,,,,,Psych,,,,,,,,,,Reports of interventions/treatments,,,,,,Yes
335,"Z Ling, X Xu, Q Gan, L Zhang, L Luo, X Tang, J Liu",Asymptomatic SARS-CoV-2 infected patients with persistent negative CT findings.,20-Mar,European journal of radiology,32199142,kearneh,1,Yes,Case Series/Report,295,Yes,,,,,,General,,,,,,,,,,,,,,,,,Case report,,,,,,,Yes
335,"Z Ling, X Xu, Q Gan, L Zhang, L Luo, X Tang, J Liu",Asymptomatic SARS-CoV-2 infected patients with persistent negative CT findings.,20-Mar,European journal of radiology,32199142,Daniellevin,1,Yes,Case Series/Report,295,Yes,,,,,,,,,,,,,,,,,Radiology,,,,High quality descriptive studies,,,,,,,,,Yes
339,"N Kandel, S Chungong, A Omaar, J Xing",Health security capacities in the context of COVID-19 outbreak: an analysis of International Health Regulations annual report data from 182 countries.,20-Mar,"Lancet (London, England)",32199075,kearneh,1,Yes,Other,,,,,,,,General,,,,,,,,,,,,,,,,Natural history studies,,,,,,,,Yes
339,"N Kandel, S Chungong, A Omaar, J Xing",Health security capacities in the context of COVID-19 outbreak: an analysis of International Health Regulations annual report data from 182 countries.,20-Mar,"Lancet (London, England)",32199075,Daniellevin,1,Yes,Narrative Review/Expert Opinion,,,,,,,,General,,,,,,,,,,,,Other,Public Health,,High quality descriptive studies,,,,,,,,,Yes
351,"YH Ren, SY Wang, M Liu, YM Guo, HP Dai",[When COVID-19 encounters interstitial lung disease: challenges and management].,20-Mar,Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases,32198915,kearneh,1,Yes,Narrative Review/Expert Opinion,,,,,,,,,,Internal Medicine,,,,,,,Respirology,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
351,"YH Ren, SY Wang, M Liu, YM Guo, HP Dai",[When COVID-19 encounters interstitial lung disease: challenges and management].,20-Mar,Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases,32198915,Daniellevin,1,Yes,Narrative Review/Expert Opinion,,,,,,,,,,,,,,,,,Respirology,,,,,,,,,,,Letter to the Editor/Opinion,,,,Yes
