"Refid","Author","Title","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Dermatology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> Geriatrics","Speciality Bucket -> General","Speciality Bucket -> Hematology","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> ICU","Speciality Bucket -> Medical Education","Speciality Bucket -> Microbiology","Speciality Bucket -> Nephrology","Speciality Bucket -> Neurology","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Palliative Care","Speciality Bucket -> Peds","Speciality Bucket -> Public Health","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Surgery","Speciality Bucket -> Other","Speciality Bucket -> Other (COMMENT)","Type Bucket -> Evidence-based guidance documents and guidelines","Type Bucket -> High quality observational  studies (cohort, case-control studies, etc.)","Type Bucket -> High quality experimental studies (RCTs)","Type Bucket -> Natural history studies","Type Bucket -> Case report","Type Bucket -> Lab studies","Type Bucket -> Reports of interventions/treatments","Type Bucket -> Imaging studies","Type Bucket -> Letter to the Editor/Opinion","Type Bucket -> Incorrect Coronavirus","Type Bucket -> Not in English","Type Bucket -> Other","Type Bucket -> Other (COMMENT)","Type Bucket -> Can't tell","Should this reference be included in the next stage? ",
"312","V Peyronnet, J Sibiude, P Deruelle, C Huissoud, X Lescure, JC Lucet, L Mandelbrot, I Nisand, C Vayssière, Y Yazpandanah, D Luton, O Picone","[Infection with SARS-CoV-2 in pregnancy. Information and proposed care. CNGOF.]","Mar 2020","Gynecologie, obstetrique, fertilite & senologie","32199996","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"317","Z Zhou, N Zhao, Y Shu, S Han, B Chen, X Shu","Effect of gastrointestinal symptoms on patients infected with COVID-19.","Mar 2020","Gastroenterology","32199880","kearneh","1","Yes","Cohort Studies",,,,,,"Gastroenterology",,"General",,,,,,,,,,,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
"317","Z Zhou, N Zhao, Y Shu, S Han, B Chen, X Shu","Effect of gastrointestinal symptoms on patients infected with COVID-19.","Mar 2020","Gastroenterology","32199880","Meghanglibbery","1","Yes","Cohort Studies",,,,,,"Gastroenterology",,"General",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"319","H Hong, Y Wang, HT Chung, CJ Chen","Clinical characteristics of novel coronavirus disease 2019 (COVID-19) in newborns, infants and children.","Mar 2020","Pediatrics and neonatology","32199864","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Peds",,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"319","H Hong, Y Wang, HT Chung, CJ Chen","Clinical characteristics of novel coronavirus disease 2019 (COVID-19) in newborns, infants and children.","Mar 2020","Pediatrics and neonatology","32199864","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Peds",,,,,,,,,,,,"Natural history studies",,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"321","F Qi, S Qian, S Zhang, Z Zhang","Single cell RNA sequencing of 13 human tissues identify cell types and receptors of human coronaviruses.","Mar 2020","Biochemical and biophysical research communications","32199615","kearneh","1","Yes","Animal or Laboratory Study",,,,,,,,,,"Immunology",,,,,,,,,,,,,,,,,,,,,,,,"Lab studies",,,,,,,,,"Yes",
"321","F Qi, S Qian, S Zhang, Z Zhang","Single cell RNA sequencing of 13 human tissues identify cell types and receptors of human coronaviruses.","Mar 2020","Biochemical and biophysical research communications","32199615","Meghanglibbery","1","Yes","Animal or Laboratory Study",,,,,,,,,,"Immunology",,,,,,,,,,,,,,,,,,,,,,,,"Lab studies",,,,,,,,,"Yes",
"331","Y Wu, C Guo, L Tang, Z Hong, J Zhou, X Dong, H Yin, Q Xiao, Y Tang, X Qu, L Kuang, X Fang, N Mishra, J Lu, H Shan, G Jiang, X Huang","Prolonged presence of SARS-CoV-2 viral RNA in faecal samples.","Mar 2020","The lancet. Gastroenterology & hepatology","32199469","kearneh","1","Yes","Case Series/Report",,,,,,"Gastroenterology",,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
"331","Y Wu, C Guo, L Tang, Z Hong, J Zhou, X Dong, H Yin, Q Xiao, Y Tang, X Qu, L Kuang, X Fang, N Mishra, J Lu, H Shan, G Jiang, X Huang","Prolonged presence of SARS-CoV-2 viral RNA in faecal samples.","Mar 2020","The lancet. Gastroenterology & hepatology","32199469","Meghanglibbery","1","Yes","Cohort Studies",,,,,,"Gastroenterology",,"General",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"334","CKT Lima, PMM Carvalho, IAAS Lima, JVAO Nunes, JS Saraiva, RI de Souza, CGL da Silva, MLR Neto","The emotional impact of Coronavirus 2019-nCoV (new Coronavirus disease).","Mar 2020","Psychiatry research","32199182","kearneh","1","Yes",,,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
"334","CKT Lima, PMM Carvalho, IAAS Lima, JVAO Nunes, JS Saraiva, RI de Souza, CGL da Silva, MLR Neto","The emotional impact of Coronavirus 2019-nCoV (new Coronavirus disease).","Mar 2020","Psychiatry research","32199182","Meghanglibbery","1","Yes","Systematic Review",,,,,,,,"General",,,,,,,,,,,,,,"Psych",,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"335","Z Ling, X Xu, Q Gan, L Zhang, L Luo, X Tang, J Liu","Asymptomatic SARS-CoV-2 infected patients with persistent negative CT findings.","Mar 2020","European journal of radiology","32199142","kearneh","1","Yes","Case Series/Report",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"335","Z Ling, X Xu, Q Gan, L Zhang, L Luo, X Tang, J Liu","Asymptomatic SARS-CoV-2 infected patients with persistent negative CT findings.","Mar 2020","European journal of radiology","32199142","Daniellevin","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
"339","N Kandel, S Chungong, A Omaar, J Xing","Health security capacities in the context of COVID-19 outbreak: an analysis of International Health Regulations annual report data from 182 countries.","Mar 2020","Lancet (London, England)","32199075","kearneh","1","Yes","Can't tell",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"339","N Kandel, S Chungong, A Omaar, J Xing","Health security capacities in the context of COVID-19 outbreak: an analysis of International Health Regulations annual report data from 182 countries.","Mar 2020","Lancet (London, England)","32199075","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,"Other","Public Health",,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
"351","YH Ren, SY Wang, M Liu, YM Guo, HP Dai","[When COVID-19 encounters interstitial lung disease: challenges and management].","Mar 2020","Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases","32198915","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,"Respirology",,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"351","YH Ren, SY Wang, M Liu, YM Guo, HP Dai","[When COVID-19 encounters interstitial lung disease: challenges and management].","Mar 2020","Zhonghua jie he he hu xi za zhi = Zhonghua jiehe he huxi zazhi = Chinese journal of tuberculosis and respiratory diseases","32198915","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,"Respirology",,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"354","S Wan, Y Xiang, W Fang, Y Zheng, B Li, Y Hu, C Lang, D Huang, Q Sun, Y Xiong, X Huang, J Lv, Y Luo, L Shen, H Yang, G Huang, R Yang","Clinical Features and Treatment of COVID-19 Patients in Northeast Chongqing.","Mar 2020","Journal of medical virology","32198776","kearneh","1","Yes","Cohort Studies",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"354","S Wan, Y Xiang, W Fang, Y Zheng, B Li, Y Hu, C Lang, D Huang, Q Sun, Y Xiong, X Huang, J Lv, Y Luo, L Shen, H Yang, G Huang, R Yang","Clinical Features and Treatment of COVID-19 Patients in Northeast Chongqing.","Mar 2020","Journal of medical virology","32198776","Daniellevin","1","Yes","Case Series/Report",,,,,,,,,,,"Internal Medicine","ICU",,,,,,,,,,,,,,,,,,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"355","G Soldati, A Smargiassi, R Inchingolo, D Buonsenso, T Perrone, DF Briganti, S Perlini, E Torri, A Mariani, EE Mossolani, F Tursi, F Mento, L Demi","Is there a role for lung ultrasound during the COVID-19 pandemic?","Mar 2020","Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine","32198775","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,"Respirology",,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"355","G Soldati, A Smargiassi, R Inchingolo, D Buonsenso, T Perrone, DF Briganti, S Perlini, E Torri, A Mariani, EE Mossolani, F Tursi, F Mento, L Demi","Is there a role for lung ultrasound during the COVID-19 pandemic?","Mar 2020","Journal of ultrasound in medicine : official journal of the American Institute of Ultrasound in Medicine","32198775","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,"ICU",,,,,,,,,,,,,"Radiology",,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,,,"Yes",
"360","L Guo, L Ren, S Yang, M Xiao,  Chang, F Yang, CS Dela Cruz, Y Wang, C Wu, Y Xiao, L Zhang, L Han, S Dang, Y Xu, Q Yang, S Xu, H Zhu, Y Xu, Q Jin, L Sharma, L Wang, J Wang","Profiling Early Humoral Response to Diagnose Novel Coronavirus Disease (COVID-19).","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32198501","kearneh","1","Yes","Animal or Laboratory Study",,,,,,,,,,"Immunology",,,,,,,,,,,,,,,,,,,,,,,,"Lab studies",,,,,,,,,"Yes",
"360","L Guo, L Ren, S Yang, M Xiao,  Chang, F Yang, CS Dela Cruz, Y Wang, C Wu, Y Xiao, L Zhang, L Han, S Dang, Y Xu, Q Yang, S Xu, H Zhu, Y Xu, Q Jin, L Sharma, L Wang, J Wang","Profiling Early Humoral Response to Diagnose Novel Coronavirus Disease (COVID-19).","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32198501","Daniellevin","1","Yes","Animal or Laboratory Study",,,,,,,,,,"Immunology",,,,,,,,,,,,,,,,,,,,,,,,"Lab studies",,,,,,,,,"Yes",
"362","L Zhang, D Lin, X Sun, U Curth, C Drosten, L Sauerhering, S Becker, K Rox, R Hilgenfeld","Crystal structure of SARS-CoV-2 main protease provides a basis for design of improved α-ketoamide inhibitors.","Mar 2020","Science (New York, N.Y.)","32198291","kearneh","1","Yes","Animal or Laboratory Study",,,,,,,,,,,,,,"Microbiology",,,,,,,,,,,,,,,,,,,,"Lab studies",,,,,,,,,"Yes",
"362","L Zhang, D Lin, X Sun, U Curth, C Drosten, L Sauerhering, S Becker, K Rox, R Hilgenfeld","Crystal structure of SARS-CoV-2 main protease provides a basis for design of improved α-ketoamide inhibitors.","Mar 2020","Science (New York, N.Y.)","32198291","Daniellevin","1","Yes","Animal or Laboratory Study",,,,,,,,,,,,,,"Microbiology",,,,,,,,,,,,,,,,,,,,"Lab studies",,,,,,,,,"Yes",
"365","B Hanley, SB Lucas, E Youd, B Swift, M Osborn","Autopsy in suspected COVID-19 cases.","Mar 2020","Journal of clinical pathology","32198191","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Autopsy","Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"365","B Hanley, SB Lucas, E Youd, B Swift, M Osborn","Autopsy in suspected COVID-19 cases.","Mar 2020","Journal of clinical pathology","32198191","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Pathology",,"High quality observational  studies (cohort, case-control studies, etc.)",,,,,,,,,,,,,"Yes",
"371","DS Fedson, SM Opal, OM Rordam","Hiding in Plain Sight: an Approach to Treating Patients with Severe COVID-19 Infection.","03 2020","mBio","32198163","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"371","DS Fedson, SM Opal, OM Rordam","Hiding in Plain Sight: an Approach to Treating Patients with Severe COVID-19 Infection.","03 2020","mBio","32198163","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,"ICU",,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"373","J Ong, BE Young, S Ong","COVID-19 in gastroenterology: a clinical perspective.","Mar 2020","Gut","32198152","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"373","J Ong, BE Young, S Ong","COVID-19 in gastroenterology: a clinical perspective.","Mar 2020","Gut","32198152","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,"Gastroenterology",,,,,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,"Yes",
"374","A Rimmer","Covid-19: GPs can stop health checks for over 75s and routine medicine reviews.","Mar 2020","BMJ (Clinical research ed.)","32198147","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"374","A Rimmer","Covid-19: GPs can stop health checks for over 75s and routine medicine reviews.","Mar 2020","BMJ (Clinical research ed.)","32198147","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,"Family Medicine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"376","AS Kliger, J Silberzweig","Mitigating Risk of COVID-19 in Dialysis Facilities.","Mar 2020","Clinical journal of the American Society of Nephrology : CJASN","32198130","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"376","AS Kliger, J Silberzweig","Mitigating Risk of COVID-19 in Dialysis Facilities.","Mar 2020","Clinical journal of the American Society of Nephrology : CJASN","32198130","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,"Other","Nephrology",,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,,,"Yes",
"378","Y Duan, HL Zhu, C Zhou","Advance of promising targets and agents against 2019-nCoV in China.","Mar 2020","Drug discovery today","32198066","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"378","Y Duan, HL Zhu, C Zhou","Advance of promising targets and agents against 2019-nCoV in China.","Mar 2020","Drug discovery today","32198066","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"382","A Montero Feijoo, E Maseda, R Adalia Bartolomé, G Aguilar, R González de Castro, JI Gómez-Herreras, C García Palenciano, J Pereira, F Ramasco Rueda, E Samso, A Suárez de la Rica, G Tamayo Medel, M Varela Durán,  ","Practical recommendations for the perioperative management of the patient with suspection or serious infection by coronavirus SARS-CoV.","Mar 2020","Revista espanola de anestesiologia y reanimacion","32197787","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Surgery","Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"382","A Montero Feijoo, E Maseda, R Adalia Bartolomé, G Aguilar, R González de Castro, JI Gómez-Herreras, C García Palenciano, J Pereira, F Ramasco Rueda, E Samso, A Suárez de la Rica, G Tamayo Medel, M Varela Durán,  ","Practical recommendations for the perioperative management of the patient with suspection or serious infection by coronavirus SARS-CoV.","Mar 2020","Revista espanola de anestesiologia y reanimacion","32197787","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Other","Surgery",,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"400","Q Ding, P Lu, Y Fan, Y Xia, M Liu","The clinical characteristics of pneumonia patients co-infected with 2019 novel coronavirus and influenza virus in Wuhan, China.","Mar 2020","Journal of medical virology","32196707","kearneh","1","Yes","Case Series/Report",,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"400","Q Ding, P Lu, Y Fan, Y Xia, M Liu","The clinical characteristics of pneumonia patients co-infected with 2019 novel coronavirus and influenza virus in Wuhan, China.","Mar 2020","Journal of medical virology","32196707","becky.jones","1","Yes","Case Series/Report",,,,,,,,"General",,,"Internal Medicine","ICU",,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,,,,,"Yes",
"412","AC Smith, E Thomas, CL Snoswell, H Haydon, A Mehrotra, J Clemensen, LJ Caffery","Telehealth for global emergencies: Implications for coronavirus disease 2019 (COVID-19).","Mar 2020","Journal of telemedicine and telecare","32196391","kearneh","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"412","AC Smith, E Thomas, CL Snoswell, H Haydon, A Mehrotra, J Clemensen, LJ Caffery","Telehealth for global emergencies: Implications for coronavirus disease 2019 (COVID-19).","Mar 2020","Journal of telemedicine and telecare","32196391","becky.jones","1","Yes","Narrative Review/Expert Opinion",,,,,"Family Medicine",,,"General",,,,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,"Yes",
"425","X Chen, Y Liu, Y Gong, X Guo, M Zuo, J Li, W Shi, H Li, X Xu, W Mi, Y Huang,  ","Perioperative Management of Patients Infected with the Novel Coronavirus: Recommendation from the Joint Task Force of the Chinese Society of Anesthesiology and the Chinese Association of Anesthesiologists.","Mar 2020","Anesthesiology","32195699","kearneh","1","Yes","Narrative Review/Expert Opinion","Anesthesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"425","X Chen, Y Liu, Y Gong, X Guo, M Zuo, J Li, W Shi, H Li, X Xu, W Mi, Y Huang,  ","Perioperative Management of Patients Infected with the Novel Coronavirus: Recommendation from the Joint Task Force of the Chinese Society of Anesthesiology and the Chinese Association of Anesthesiologists.","Mar 2020","Anesthesiology","32195699","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion","Anesthesia",,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,"Yes",
"430","J Liu, R Cao, M Xu, X Wang, H Zhang, H Hu, Y Li, Z Hu, W Zhong, M Wang","Hydroxychloroquine, a less toxic derivative of chloroquine, is effective in inhibiting SARS-CoV-2 infection in vitro.","2020","Cell discovery","32194981","kearneh","1","Yes","Animal or Laboratory Study",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"430","J Liu, R Cao, M Xu, X Wang, H Zhang, H Hu, Y Li, Z Hu, W Zhong, M Wang","Hydroxychloroquine, a less toxic derivative of chloroquine, is effective in inhibiting SARS-CoV-2 infection in vitro.","2020","Cell discovery","32194981","Meghanglibbery","1","Yes","Animal or Laboratory Study",,,,,,,,"General",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"431","Y Zhou, Y Hou, J Shen, Y Huang, W Martin, F Cheng","Network-based drug repurposing for novel coronavirus 2019-nCoV/SARS-CoV-2.","2020","Cell discovery","32194980","kearneh","1","Yes","Systematic Review",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"431","Y Zhou, Y Hou, J Shen, Y Huang, W Martin, F Cheng","Network-based drug repurposing for novel coronavirus 2019-nCoV/SARS-CoV-2.","2020","Cell discovery","32194980","Meghanglibbery","1","Yes","Systematic Review",,,,,,,,"General",,,,"ICU",,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,"Yes",
"432","YW Chen, CB Yiu, KY Wong","Prediction of the SARS-CoV-2 (2019-nCoV) 3C-like protease (3CL ) structure: virtual screening reveals velpatasvir, ledipasvir, and other drug repurposing candidates.","2020","F1000Research","32194944","kearneh","1","Yes","Animal or Laboratory Study",,,,,,,,"General",,,,,,"Microbiology",,,,,,,,,,,,,,,,,,,,"Lab studies","Reports of interventions/treatments",,,,,,,,"Yes",
